epoch,zilu_sigma0.01_train_loss,zilu_sigma0.05_train_loss,zilu_sigma0.1_train_loss,zilu_sigma0.5_train_loss,zilu_sigma1.0_train_loss,zilu_sigma5.0_train_loss,zilu_sigma10.0_train_loss,zilu_sigma50.0_train_loss,zilu_sigma100.0_train_loss,zilu_sigma1000.0_train_loss
16,3.54486563,3.24526289,2.9953997,2.31733645,1.93960574,1.78173513,1.77760853,1.86795418,1.81094527,1.7851588
17,3.50308233,3.2010269,2.94614902,2.24716255,1.87636538,1.72079999,1.70114634,1.79803253,1.75058159,1.72543509
18,3.46703061,3.16079666,2.88974348,2.18083114,1.82058792,1.6601213,1.65149642,1.73311278,1.6776599,1.65661034
19,3.43884592,3.12488524,2.84346275,2.12937917,1.76610615,1.59985319,1.58741423,1.68173685,1.62114989,1.61009087
20,3.41800096,3.08927991,2.79488015,2.06787696,1.71424403,1.54847674,1.52816706,1.62680447,1.56144354,1.55130607
21,3.39207645,3.04591524,2.73836106,2.01972021,1.65177914,1.47980719,1.46399693,1.56538228,1.50351091,1.48641976
22,3.37075543,3.01258575,2.69152507,1.96124187,1.60888507,1.42309281,1.40452274,1.50774997,1.44515603,1.43404508
23,3.33944166,2.98373255,2.65464247,1.91871592,1.55714216,1.37896133,1.35774734,1.4593106,1.39806018,1.3837316
24,3.31682504,2.9592887,2.60160586,1.87041985,1.5132039,1.31545694,1.29725763,1.40119999,1.3406805,1.32568001
25,3.27825696,2.92842026,2.56877052,1.83257019,1.46528021,1.25900791,1.24561261,1.34782412,1.29358327,1.27358343
26,3.25169351,2.90712669,2.53870838,1.78895731,1.42764493,1.20990346,1.18751624,1.29521331,1.23571694,1.22591629
27,3.22179917,2.86861832,2.4994103,1.74439608,1.37164154,1.14325115,1.14060595,1.24844694,1.16812528,1.16647087
28,3.21015672,2.85151065,2.46255208,1.7002945,1.33220894,1.09460173,1.0812839,1.19136846,1.12567075,1.110918
29,3.19362097,2.81782519,2.43362711,1.67333436,1.28775312,1.04452144,1.02446376,1.14291184,1.08207245,1.06712184
30,3.16993887,2.78755446,2.39634274,1.62522257,1.23981116,0.99107346,0.97232195,1.0992287,1.02893078,1.01321184
31,3.15857354,2.75857832,2.36716316,1.58630518,1.19604347,0.94139128,0.92196331,1.03357531,0.97639136,0.97615368
32,3.13592462,2.72431089,2.33418411,1.54715908,1.15704211,0.89035531,0.87102249,0.9941748,0.92799158,0.92166519
33,3.12163836,2.70698175,2.30733452,1.52034904,1.11620375,0.85407437,0.82938543,0.94155082,0.88067167,0.87388273
34,3.11141719,2.67813982,2.26684913,1.47825533,1.07014593,0.7870925,0.77920035,0.89626762,0.83421774,0.82580404
35,3.09622252,2.65293263,2.24104578,1.44356037,1.04061968,0.75236343,0.75438506,0.85341631,0.79429578,0.78675731
36,3.08148027,2.6350784,2.22139522,1.41651412,1.00569412,0.71591935,0.71604993,0.81640569,0.76122819,0.74585744
37,3.06883178,2.61139114,2.19789435,1.37913321,0.96887307,0.67492367,0.66800333,0.77327079,0.71446792,0.70718516
38,3.0452538,2.58584156,2.16022597,1.34977638,0.93059921,0.64050577,0.63761378,0.73106232,0.6793045,0.67314144
39,3.03436889,2.56875312,2.14138995,1.3182508,0.89044112,0.60139386,0.59816839,0.6936064,0.64852378,0.63962083
40,3.02338865,2.54809877,2.10858162,1.28602483,0.85917913,0.58061151,0.57252819,0.66600747,0.6160303,0.60849613
41,3.0130071,2.53421701,2.09893734,1.25312224,0.82192431,0.54045644,0.54540952,0.62219351,0.58428268,0.58282423
42,3.00568172,2.51537651,2.07080151,1.22059711,0.78991364,0.52833407,0.51625592,0.59726572,0.56020938,0.55161604
43,2.99382085,2.4886562,2.04350225,1.18817187,0.75291533,0.49265764,0.49089858,0.5656326,0.52622252,0.52554807
44,2.98194358,2.47469743,2.02639055,1.17280627,0.73541614,0.47325738,0.47976803,0.5550956,0.51371712,0.50364226
45,2.97088265,2.45553559,2.00063731,1.13200083,0.69264857,0.44570246,0.44601428,0.50423173,0.48802568,0.48528408
46,2.95857949,2.44352931,1.98865763,1.10561988,0.66647146,0.43459185,0.43486217,0.49860093,0.47696318,0.46572204
47,2.94966569,2.42395392,1.96415678,1.076873,0.63439822,0.40554228,0.4104026,0.47447516,0.44296213,0.4497245
48,2.93597046,2.40009692,1.93765188,1.04877107,0.60913811,0.38480404,0.39913676,0.45841963,0.4345489,0.43956272
49,2.92708246,2.39480293,1.91887439,1.0216337,0.58357085,0.37135617,0.38122203,0.4427755,0.41788767,0.41436485
50,2.91033264,2.37481511,1.89871571,0.99273587,0.558583,0.36672096,0.37009104,0.42543797,0.40485115,0.39525524
51,2.89986077,2.34694559,1.87738565,0.95946608,0.52961195,0.34298038,0.34292362,0.39658491,0.38720966,0.3802456
52,2.89343012,2.33599423,1.86134149,0.93958048,0.51438743,0.32907911,0.33809428,0.3867144,0.37118985,0.36853018
53,2.880643,2.31482942,1.84670566,0.91381652,0.49706723,0.32210178,0.32843874,0.36856618,0.35905183,0.35337224
54,2.86825697,2.30668023,1.82025651,0.88297311,0.46460732,0.30749224,0.31452174,0.35832449,0.3441508,0.35232374
55,2.86544287,2.29491726,1.81693913,0.87154033,0.45681492,0.29516734,0.31043712,0.35044049,0.34170365,0.33954207
56,2.85628814,2.2834489,1.79021443,0.83784952,0.43038129,0.29326615,0.29081882,0.3296946,0.31930989,0.32496151
57,2.84345489,2.26475645,1.77633401,0.81826457,0.41590633,0.27532287,0.28113255,0.3229237,0.30420525,0.30595233
58,2.83452791,2.24757917,1.76109361,0.78535503,0.39962765,0.26942611,0.27323414,0.30917482,0.30702198,0.30013034
59,2.82075865,2.22428306,1.73344207,0.76021982,0.37647415,0.25425,0.26377514,0.30082929,0.29047283,0.28623587
60,2.81074649,2.22080411,1.71800108,0.7365912,0.36485781,0.24218686,0.25019462,0.2904478,0.28070595,0.27893091
61,2.80016462,2.20849054,1.70787562,0.72547201,0.35580894,0.23837398,0.24685531,0.28590483,0.27494074,0.27168219
62,2.79542039,2.1887612,1.68160534,0.68865627,0.33566807,0.2281463,0.23731458,0.27168317,0.25391935,0.25758613
63,2.78490569,2.1800638,1.67307769,0.66837167,0.32651098,0.2229837,0.22757922,0.26208942,0.25168492,0.25398746
64,2.77820452,2.16366763,1.64964696,0.65578432,0.31601779,0.21504205,0.22470393,0.26110521,0.24075551,0.23893716
65,2.77232603,2.15675737,1.63960717,0.64043969,0.29829085,0.20846926,0.21642101,0.24470911,0.23968264,0.24138741
66,2.76667166,2.14321945,1.62122567,0.61907934,0.2983282,0.20763774,0.20620144,0.24162611,0.23070251,0.23033221
67,2.74611617,2.11947125,1.60847137,0.59140612,0.28249755,0.19917986,0.19657393,0.23076196,0.2204721,0.22378465
68,2.74851544,2.11130875,1.58452362,0.57182923,0.27287571,0.1882352,0.19959304,0.22614177,0.217211,0.21301005
69,2.74925757,2.10434199,1.58160976,0.55741696,0.26685995,0.1829391,0.19113539,0.22406325,0.21492841,0.215554
70,2.73821548,2.09058996,1.5570109,0.53737427,0.25642519,0.17371328,0.18408733,0.21342477,0.20329154,0.20603598
71,2.72627785,2.07884816,1.55478855,0.51991118,0.24031625,0.17315063,0.18214197,0.20567852,0.19455596,0.19925228
72,2.72167571,2.06907438,1.54145149,0.50654144,0.2355402,0.1631211,0.17376781,0.19722832,0.19136991,0.19584897
73,2.71011577,2.05641068,1.52046278,0.49389102,0.22678821,0.16172426,0.16850156,0.19607654,0.18691405,0.18448414
74,2.70276517,2.04223447,1.50630657,0.47349779,0.22648676,0.15834111,0.16684837,0.18798953,0.18343755,0.18307402
75,2.69658083,2.02770842,1.4919716,0.46347803,0.21472509,0.15722134,0.16122537,0.18520869,0.17976035,0.17333104
76,2.6866273,2.02152803,1.47414505,0.44383196,0.20762654,0.1484722,0.15024437,0.17443368,0.17042313,0.1747999
77,2.68606796,2.00340004,1.45966229,0.43263593,0.20932256,0.14669912,0.15603785,0.17171502,0.16577806,0.16922416
78,2.67687872,1.99350651,1.45495868,0.42263145,0.1990952,0.13937553,0.14562734,0.16742924,0.16085549,0.16487545
79,2.66961942,1.98078098,1.43669863,0.40606156,0.19722593,0.13587515,0.14310911,0.16379904,0.15837259,0.15850102
80,2.66616658,1.97184937,1.4216307,0.38850654,0.18478759,0.13068696,0.13537377,0.16280423,0.1559817,0.15057439
81,2.65674672,1.96473437,1.41343814,0.38162428,0.1796844,0.12684873,0.13999859,0.15106293,0.14784147,0.14963514
82,2.65462741,1.94717286,1.39777637,0.3703528,0.17796869,0.12203026,0.13159855,0.14693238,0.14295387,0.14319663
83,2.64640495,1.9387287,1.38110829,0.35670438,0.16549372,0.12007487,0.12517404,0.14529067,0.13847229,0.13537916
84,2.62744604,1.92554839,1.36646135,0.3379798,0.16551017,0.11281185,0.12430212,0.14150323,0.13473127,0.13470062
85,2.63480094,1.92849882,1.3572998,0.34006926,0.1599565,0.11287569,0.11921569,0.14064769,0.13467321,0.12985268
86,2.62645967,1.90919217,1.33635181,0.31999077,0.15714905,0.11342832,0.11410119,0.1367095,0.12988038,0.13346391
87,2.62087347,1.90707173,1.33259603,0.3146178,0.14867974,0.10303571,0.10981894,0.13593323,0.12460717,0.12409538
88,2.61714865,1.89776645,1.31532964,0.30530168,0.14314696,0.10788461,0.11058698,0.12760707,0.11819818,0.12249058
89,2.60886293,1.8826886,1.30263005,0.29914471,0.13839938,0.09812867,0.10728936,0.12464971,0.12121769,0.11876202
90,2.60161964,1.87224916,1.28996042,0.28845419,0.13781724,0.09534565,0.10343316,0.12017355,0.11773271,0.11392352
91,2.59585277,1.86203269,1.27915054,0.27664566,0.13776468,0.09862363,0.09663768,0.11335426,0.11415267,0.11290397
92,2.58897882,1.85378387,1.26346066,0.27385295,0.12901541,0.09157971,0.09931874,0.11385079,0.11140732,0.10744246
93,2.58286799,1.83965514,1.2492913,0.26284107,0.1249852,0.09088482,0.09582705,0.11031178,0.10538133,0.10898446
94,2.58187737,1.83393726,1.23846631,0.25829706,0.12510151,0.08878102,0.09379322,0.10964523,0.10156372,0.1022344
95,2.57327273,1.82335794,1.22295159,0.24707764,0.11571062,0.08583918,0.09124994,0.10537148,0.10058385,0.09999169
96,2.56886925,1.81650091,1.21850952,0.24284885,0.11651558,0.08233533,0.08562567,0.10320931,0.09820058,0.09647241
97,2.56243935,1.80609937,1.20638691,0.23531637,0.10979391,0.07950783,0.08284378,0.09878638,0.09319471,0.09320145
98,2.56314145,1.80577115,1.1984192,0.23275427,0.10728748,0.07732463,0.08006294,0.09596575,0.09177604,0.09099233
99,2.5517398,1.78551049,1.17540914,0.22263578,0.10492671,0.07472631,0.07677816,0.09451413,0.0889221,0.08680028
100,2.54744658,1.7811,1.16759525,0.21502942,0.10275213,0.07238693,0.07562804,0.09039618,0.08306126,0.08824558
101,2.54520732,1.77584431,1.15811474,0.20770313,0.09820755,0.07042385,0.07341967,0.09140659,0.08524559,0.08410397
102,2.54643697,1.76769,1.1450965,0.20632572,0.10070237,0.06989091,0.07364565,0.08984793,0.08208985,0.08046148
103,2.53256046,1.75127099,1.13514713,0.1974411,0.09402275,0.06427289,0.07175101,0.08410299,0.07955957,0.07818694
104,2.52848205,1.74352111,1.12097059,0.19580938,0.08976631,0.06220514,0.06587326,0.08267028,0.07553302,0.07775601
105,2.5243359,1.73551476,1.11154579,0.18557385,0.08869255,0.0609435,0.06676419,0.07670976,0.07206362,0.07429388
106,2.51479378,1.72539775,1.0992837,0.18072026,0.09057289,0.06182207,0.06471169,0.07680323,0.06940982,0.07402222
107,2.51391052,1.7227705,1.09235614,0.17520253,0.07890494,0.0577623,0.06405515,0.0767949,0.0702679,0.06816666
108,2.50713179,1.7078761,1.07388026,0.16668415,0.08025988,0.05436822,0.05820818,0.06805607,0.06482723,0.06744773
109,2.50003117,1.70445981,1.06911606,0.16607202,0.07962309,0.05448283,0.05544368,0.06866764,0.06652105,0.06337948
110,2.50211305,1.70168095,1.05612706,0.15991868,0.07304198,0.05531264,0.05798049,0.06690614,0.06199112,0.06554569
111,2.50444419,1.69548284,1.04591163,0.15372037,0.07546694,0.05316491,0.05440061,0.06590211,0.06278456,0.06265095
112,2.48779843,1.67535725,1.03222124,0.15020247,0.06778482,0.04612211,0.05418311,0.06229477,0.0608157,0.06122421
113,2.48851686,1.67244257,1.02194079,0.14806409,0.06853475,0.04848366,0.05314438,0.06400935,0.05819765,0.05727653
114,2.48488169,1.66831945,1.01285359,0.14116624,0.06652846,0.04694419,0.04754693,0.05796491,0.05571027,0.05399847
115,2.47482857,1.656861,1.00867404,0.13673901,0.06456569,0.04419785,0.04712368,0.05579865,0.05290522,0.05367716
116,2.47127787,1.65014988,0.99001698,0.13315008,0.06066379,0.04087403,0.04833805,0.05532271,0.05405878,0.05163155
117,2.46876294,1.64061719,0.97730426,0.13200489,0.05909562,0.04178978,0.04605127,0.0538049,0.05150648,0.0524757
118,2.46735042,1.63322449,0.97173452,0.12599933,0.05858173,0.04063582,0.04441929,0.0516372,0.04747804,0.04726873
119,2.46328553,1.6242054,0.96670808,0.12273309,0.05762473,0.03827374,0.04429349,0.0477804,0.0467107,0.04773026
120,2.46042696,1.62503188,0.9516306,0.11874428,0.05535262,0.03587305,0.04146311,0.04969789,0.04815302,0.04921367
121,2.44469087,1.61397052,0.94436261,0.11756582,0.05331159,0.03587964,0.03978144,0.04911037,0.04436442,0.04348328
122,2.44767429,1.60748175,0.93656183,0.11453549,0.04796258,0.03623993,0.03665955,0.0440139,0.04415388,0.04158955
123,2.43587038,1.59819711,0.92091146,0.10967252,0.04967848,0.0337951,0.03660234,0.04201578,0.04067414,0.04079521
124,2.44615402,1.59824232,0.91738137,0.1078502,0.04895965,0.03261986,0.03650767,0.04127608,0.03762627,0.03845329
125,2.4426776,1.58538089,0.90473416,0.10531856,0.04493614,0.03368604,0.03510312,0.04009262,0.04061131,0.03779963
126,2.4330269,1.57789282,0.8911095,0.10039387,0.04647843,0.03058793,0.03426456,0.03799017,0.03837193,0.03668344
127,2.43100956,1.57101793,0.88495606,0.09974609,0.04642425,0.02866309,0.03278527,0.03869441,0.03620896,0.03373314
128,2.42134954,1.56256594,0.87572052,0.09321988,0.04325265,0.02828318,0.03098241,0.03542645,0.03604902,0.03742369
129,2.42358617,1.56093427,0.87087219,0.09697777,0.03930042,0.02711572,0.02886325,0.03601984,0.03354776,0.03486824
130,2.42075561,1.5546161,0.86007199,0.08766648,0.03840522,0.02483,0.0275671,0.03486087,0.0348299,0.03291687
131,2.41770954,1.54412079,0.85114441,0.08789689,0.03850553,0.02298632,0.02593977,0.03263461,0.03321978,0.03228892
132,2.41228103,1.54276987,0.83668003,0.08228123,0.03595696,0.02457722,0.02609578,0.03052833,0.02857398,0.02815983
133,2.40974156,1.52633503,0.83394697,0.0790709,0.03579873,0.02435797,0.02462243,0.03241332,0.02958605,0.02805864
134,2.4058298,1.52860726,0.82748112,0.07696704,0.03396748,0.02201541,0.02616261,0.02988345,0.02748283,0.0281163
135,2.40700611,1.52269737,0.81758388,0.07732863,0.03242976,0.01957424,0.0263813,0.02897427,0.02768614,0.02685534
136,2.40072154,1.51598676,0.81187333,0.07472373,0.03197564,0.01953165,0.02171084,0.02859173,0.02441225,0.02498108
137,2.39044584,1.50513854,0.79561603,0.07081731,0.0301797,0.02004863,0.02367698,0.02497653,0.02692816,0.02413025
138,2.395071,1.50672092,0.79496594,0.06877954,0.03177883,0.01870426,0.02081297,0.02417402,0.02437956,0.02217031
139,2.39233121,1.49072195,0.78566529,0.06790027,0.0321392,0.01740373,0.02055851,0.02378629,0.02256771,0.02581679
140,2.3839309,1.4887585,0.77778388,0.06465747,0.03378511,0.0167457,0.01853971,0.02452393,0.02198884,0.02115124
141,2.37925629,1.48256201,0.76923342,0.06475365,0.02818058,0.0169398,0.01702972,0.02329418,0.0220012,0.02102893
142,2.38123696,1.4742139,0.76604928,0.06136392,0.02580997,0.01430773,0.01734363,0.02161113,0.01910284,0.01974553
143,2.3746413,1.47025171,0.74916137,0.05703158,0.02683977,0.0144464,0.01677552,0.02219903,0.01980633,0.01889813
144,2.37160988,1.46607988,0.75327289,0.05919328,0.02744909,0.01444393,0.01604155,0.02148502,0.01880978,0.01829245
145,2.37028914,1.4690146,0.74295777,0.05478836,0.02493278,0.01396739,0.01640172,0.01892115,0.01750186,0.01787035
146,2.3637412,1.45864296,0.73547229,0.05332154,0.02167162,0.01380128,0.01384844,0.01852721,0.01644519,0.01597689
147,2.36366981,1.44905617,0.72734002,0.05230674,0.02153229,0.01425982,0.01400756,0.01716001,0.01694174,0.0162123
148,2.36315644,1.44435407,0.72248432,0.05050746,0.01987903,0.01305816,0.01389917,0.01754961,0.01689322,0.01659512
149,2.36521803,1.44603554,0.7166203,0.04932782,0.02198085,0.01188334,0.01405396,0.01684045,0.01544097,0.01555789
150,2.35425323,1.43888686,0.70926982,0.04477314,0.02012381,0.01192832,0.01423368,0.01598721,0.01578272,0.01489449
151,2.35029998,1.43618896,0.6954516,0.04310123,0.01880115,0.0105514,0.0127147,0.01363295,0.01452036,0.01339137
152,2.35151312,1.42825458,0.69329399,0.04491085,0.01770665,0.01153111,0.01171571,0.01556362,0.01356682,0.01333274
153,2.34783308,1.42914886,0.69245008,0.04234166,0.01891907,0.01090829,0.0125459,0.01575688,0.01259191,0.01330372
154,2.34702978,1.41749856,0.6866434,0.04199544,0.01710137,0.00970375,0.01095194,0.01398285,0.01364781,0.01230317
155,2.35311385,1.41807688,0.68074276,0.03881105,0.01764246,0.00949322,0.01071425,0.01369452,0.01274195,0.0126541
156,2.34138274,1.41209214,0.6705745,0.03765399,0.01520192,0.00871752,0.00993677,0.01347212,0.01323679,0.01260929
157,2.33705871,1.4055448,0.66487114,0.03675082,0.01596037,0.00942172,0.01039029,0.01230555,0.01082994,0.01192444
158,2.33669395,1.40083019,0.65983727,0.03587082,0.01464654,0.00762059,0.01000838,0.01252281,0.01167539,0.01203751
159,2.33493336,1.4037226,0.65700523,0.03515337,0.01242324,0.00935685,0.0095374,0.01093281,0.0108194,0.0111604
160,2.33066604,1.39003471,0.65051646,0.03300782,0.01426285,0.00721123,0.00960765,0.01083519,0.01106537,0.01037026
161,2.33558714,1.38846845,0.64427632,0.03394463,0.01150063,0.00743409,0.00782127,0.0095588,0.01010075,0.00919417
162,2.33316406,1.38993039,0.64515206,0.0329976,0.0141369,0.00723873,0.00792531,0.0095866,0.00935763,0.01006819
163,2.32367464,1.37982714,0.63612567,0.02898885,0.01214577,0.00720486,0.00748453,0.01027867,0.0096169,0.00962849
164,2.32888299,1.38265116,0.6304251,0.03082937,0.01155992,0.0074953,0.00804571,0.00950014,0.0084778,0.00845482
165,2.32427086,1.37570012,0.62833032,0.02834776,0.01203445,0.00638673,0.00759744,0.00904703,0.00741758,0.00949941
166,2.31898861,1.36885905,0.62215431,0.02782432,0.00928602,0.00569699,0.00685344,0.00884049,0.00739683,0.00793038
167,2.32536221,1.37257013,0.61985905,0.02728967,0.01069565,0.00568474,0.00695535,0.00825965,0.00870893,0.00739661
168,2.3136695,1.36608612,0.61210039,0.0260447,0.0101565,0.00559012,0.00614557,0.0086734,0.00783638,0.00716821
169,2.31733409,1.36338687,0.61477373,0.02536606,0.01132859,0.00586286,0.00682724,0.00876084,0.00738376,0.00820857
170,2.31880589,1.36036218,0.60796741,0.02421937,0.00966714,0.00593378,0.00588934,0.0073188,0.00734462,0.00713017
171,2.31474899,1.36614332,0.60844208,0.02535809,0.00962105,0.00536009,0.00638269,0.0077758,0.00730506,0.00646768
172,2.30826367,1.3547397,0.59999045,0.02485339,0.00952685,0.00482546,0.0057978,0.00698485,0.00675102,0.0067775
173,2.30552575,1.34848381,0.59210245,0.02338525,0.0087577,0.0047791,0.00477727,0.00729443,0.00657832,0.00668346
174,2.31393383,1.34641233,0.5942451,0.02028122,0.00948346,0.00480566,0.00572613,0.00654737,0.00614836,0.00590106
175,2.31621273,1.34946501,0.58444539,0.02410875,0.00883165,0.00463304,0.00489409,0.00631993,0.00659769,0.00557932
176,2.30454091,1.34846544,0.59163667,0.0212383,0.00850343,0.00420949,0.00522257,0.00655217,0.00594928,0.00580479
177,2.31002323,1.34052733,0.58491324,0.01950477,0.00780521,0.00410916,0.00473019,0.00591731,0.00488302,0.00623543
178,2.30697105,1.33487077,0.58416968,0.02139672,0.00832463,0.0044001,0.0048854,0.00627726,0.00557815,0.00573543
179,2.30018209,1.33763329,0.57909866,0.02031794,0.00795284,0.0038245,0.00413081,0.00571575,0.0055276,0.00557842
180,2.30477022,1.33121771,0.58085978,0.02006213,0.00814254,0.00338176,0.00434001,0.00551942,0.0051661,0.00505575
181,2.30117669,1.32768975,0.57992322,0.01939725,0.0077802,0.00366389,0.00451563,0.0051487,0.00552852,0.00490738
182,2.29753517,1.33721412,0.57545257,0.01905716,0.00713017,0.00414754,0.00416139,0.00467239,0.00449972,0.0048524
183,2.30122251,1.32987214,0.57341851,0.01888339,0.00709192,0.00379091,0.00409752,0.00488461,0.0052672,0.00508393
184,2.30003048,1.3303082,0.56893762,0.01891385,0.00648856,0.00333652,0.00394379,0.00577812,0.00609353,0.00501054
185,2.30317906,1.32529986,0.57036488,0.01749988,0.00633573,0.00339814,0.00393099,0.00524064,0.00448297,0.00483279
186,2.29627834,1.3261796,0.56334526,0.01821756,0.0062378,0.00337588,0.00386175,0.00479238,0.00499132,0.00452643
187,2.29607819,1.32058225,0.56909843,0.01737562,0.00729384,0.00310653,0.00396248,0.0047212,0.00452446,0.00449627
188,2.29442514,1.32364383,0.56834852,0.01837179,0.00671151,0.00336057,0.00412328,0.00474216,0.00442849,0.00494005
189,2.29737499,1.32376391,0.56203404,0.01843286,0.00683573,0.00274109,0.00371438,0.00437064,0.00493568,0.00450712
190,2.29320911,1.32263251,0.5658756,0.01741037,0.00593983,0.00293877,0.00380743,0.00451457,0.00417981,0.00442211
191,2.29727956,1.32706357,0.5632905,0.01773716,0.00713754,0.00278902,0.00394757,0.00442191,0.00454915,0.00422278
192,2.29278887,1.31923193,0.55826484,0.01634524,0.00594511,0.00321413,0.00358668,0.00402048,0.00437056,0.0043225
193,2.2864278,1.31610488,0.55666994,0.01695186,0.00656721,0.00326995,0.00363227,0.00504462,0.00449787,0.00424364
194,2.29617361,1.32508166,0.56022089,0.01741577,0.00601462,0.0031862,0.00369175,0.00462702,0.00489516,0.00426188
195,2.29602129,1.32220116,0.55715396,0.01649387,0.00704394,0.0028342,0.0036596,0.00440476,0.00461233,0.00435568
196,2.28868905,1.31716679,0.55876233,0.01652679,0.00624986,0.00309354,0.00343609,0.00429176,0.00473981,0.00398347
197,2.29463161,1.32259432,0.5621178,0.01707229,0.00648032,0.00262863,0.00384908,0.00463164,0.00450313,0.00424295
198,2.29378084,1.31481764,0.55750087,0.01548065,0.00607771,0.00325211,0.00336185,0.00434966,0.00424565,0.00401077
199,2.29385749,1.31393652,0.55487027,0.01669619,0.00656833,0.00291883,0.00362929,0.00485597,0.00422556,0.00389815
200,2.29164777,1.31253234,0.55396786,0.01678956,0.0061798,0.00289158,0.00321119,0.00431104,0.00357429,0.00389219
