epoch,zilu_sigma0.01_train_loss,zilu_sigma0.05_train_loss,zilu_sigma0.1_train_loss,zilu_sigma0.5_train_loss,zilu_sigma1.0_train_loss,zilu_sigma5.0_train_loss,zilu_sigma10.0_train_loss,zilu_sigma50.0_train_loss,zilu_sigma100.0_train_loss,zilu_sigma1000.0_train_loss
50,0.96374184,0.97305506,0.93205149,0.93479193,0.50232746,0.2891273,0.30550882,0.3232367,0.33742038,0.32685743
51,0.9334586,0.94101812,0.91322286,0.90672455,0.48335837,0.28182995,0.29152531,0.31626838,0.32987349,0.31717944
52,0.91430934,0.92628778,0.88342139,0.88722213,0.47349309,0.27416199,0.28211474,0.30739603,0.32008003,0.31100164
53,0.90726562,0.90393765,0.86867697,0.86810103,0.45741022,0.27354548,0.27671324,0.30354779,0.30627083,0.30079296
54,0.87450525,0.8859942,0.84142391,0.84236729,0.45161221,0.26339509,0.27467438,0.2966194,0.29706707,0.29041595
55,0.84841287,0.87138483,0.82861008,0.82553376,0.43755041,0.25762291,0.27006061,0.28506979,0.29614725,0.28249484
56,0.83365122,0.84449725,0.80858788,0.8002849,0.41860891,0.25509406,0.26582157,0.27524814,0.28522356,0.27816812
57,0.81731719,0.8238163,0.78483743,0.78521525,0.40801583,0.23899844,0.25362544,0.27222255,0.28000898,0.26640022
58,0.79841663,0.80156024,0.75905798,0.76336009,0.39549568,0.24262233,0.24968225,0.2608985,0.26758028,0.2692897
59,0.7698762,0.78500103,0.75301024,0.74703717,0.38684845,0.23261771,0.24250955,0.26087398,0.26888791,0.25503363
60,0.76496891,0.76351331,0.723601,0.72891219,0.37794603,0.22526597,0.23438411,0.25280916,0.25840166,0.25631895
61,0.73407792,0.7476812,0.69827746,0.70639369,0.37587574,0.22587361,0.23103343,0.24587169,0.24772243,0.24740619
62,0.72021807,0.72839029,0.68411527,0.69376666,0.36563039,0.22143685,0.22892045,0.24268409,0.24531764,0.23992745
63,0.6898527,0.70461597,0.67522593,0.66489409,0.36150342,0.21679756,0.221547,0.23369886,0.24137343,0.22898708
64,0.67905176,0.68680342,0.65378845,0.65477473,0.3491501,0.20601597,0.21466168,0.22721529,0.22929409,0.23496555
65,0.66909839,0.67159742,0.63882852,0.63252922,0.33649114,0.20315558,0.2081928,0.21915479,0.22371624,0.22051993
66,0.65143505,0.65629503,0.61962439,0.62369138,0.33061129,0.20305192,0.20792497,0.21710988,0.22056036,0.21733907
67,0.63319209,0.64027686,0.6061182,0.60409097,0.32591685,0.19799183,0.19834803,0.21593034,0.22255654,0.21304852
68,0.62204227,0.62376507,0.59211818,0.58769018,0.31368384,0.18562007,0.20020298,0.20917615,0.21342997,0.21250686
69,0.60679909,0.60898756,0.57430324,0.57611429,0.29931701,0.18821996,0.19100399,0.19976812,0.21115158,0.20664686
70,0.59550386,0.59442215,0.56353745,0.56510281,0.29229049,0.1789141,0.18321963,0.1912098,0.20150723,0.19738757
71,0.57451075,0.58380717,0.54740653,0.5432023,0.28593765,0.17510541,0.17997616,0.19012428,0.19837623,0.19306654
72,0.5617171,0.56043424,0.53269212,0.53124243,0.28520005,0.16720681,0.17658265,0.18649323,0.19230357,0.18522169
73,0.55053257,0.55260085,0.52767858,0.52608076,0.27871718,0.17060815,0.176231,0.17892737,0.18633567,0.18478101
74,0.5361552,0.53545204,0.50705562,0.5036363,0.2743733,0.16081348,0.16839442,0.18029552,0.18164082,0.18243389
75,0.517446,0.52543216,0.49847196,0.49135241,0.26647414,0.16174011,0.16649183,0.1759159,0.18113206,0.17465361
76,0.50441519,0.51615743,0.4868384,0.48251934,0.25571695,0.16015369,0.16140487,0.1660916,0.16930189,0.16686346
77,0.50295558,0.50063094,0.48021796,0.46884714,0.24678917,0.15044851,0.15289324,0.16661885,0.17445963,0.16634799
78,0.4937192,0.49041458,0.45958451,0.45994676,0.25022243,0.15184516,0.16319631,0.17128459,0.16672029,0.16438755
79,0.47408454,0.47798828,0.46130393,0.44528667,0.24274782,0.14635321,0.14452803,0.15582722,0.16066026,0.16549022
80,0.45627509,0.47014367,0.44380843,0.43328899,0.2315375,0.1426057,0.15093352,0.15389076,0.15554431,0.15300585
81,0.45396092,0.45017532,0.42833249,0.42069836,0.22521442,0.13467966,0.14110538,0.14896752,0.15407947,0.14831145
82,0.44011969,0.4353073,0.42128455,0.41081665,0.2296409,0.1335373,0.13826005,0.14507651,0.14553749,0.15128835
83,0.42763387,0.42510608,0.41248746,0.39871937,0.21585413,0.13151189,0.13896962,0.14329711,0.14610612,0.14388062
84,0.41579342,0.4259563,0.40091436,0.3905255,0.21367113,0.13268349,0.13503535,0.13619206,0.1468962,0.13711522
85,0.41120175,0.40598802,0.39116693,0.37825156,0.21040566,0.12827636,0.13103179,0.13606892,0.13755722,0.13583473
86,0.39306177,0.40177853,0.37750005,0.37128289,0.20438643,0.11926527,0.12114863,0.13088691,0.13661338,0.13522519
87,0.39174743,0.39574131,0.37298008,0.3635728,0.19273974,0.11743544,0.11982311,0.13512725,0.13074039,0.13170982
88,0.37609956,0.38296537,0.35463661,0.35690479,0.19199314,0.11858333,0.11697963,0.12901044,0.12846396,0.12726106
89,0.3741913,0.37200146,0.35603914,0.34179292,0.18731345,0.11235006,0.11273615,0.1237293,0.12274411,0.12316881
90,0.35850442,0.36025181,0.34025443,0.33576206,0.17790891,0.10771749,0.11329758,0.11736006,0.12517017,0.11668174
91,0.35752953,0.35633551,0.33761544,0.32383198,0.17556462,0.10768366,0.10960158,0.11071547,0.11586336,0.1128316
92,0.33941921,0.3433082,0.32638519,0.31735666,0.1747542,0.10249835,0.10631605,0.11524303,0.11114831,0.11528775
93,0.33774691,0.32949956,0.31490448,0.30580495,0.16683582,0.10083073,0.10388576,0.10806819,0.11052218,0.11215354
94,0.32244495,0.3234951,0.3113709,0.3009014,0.16763999,0.09665847,0.10241431,0.10912493,0.10945602,0.11027679
95,0.3166561,0.31605057,0.30437121,0.29988124,0.16184163,0.09722388,0.1000163,0.1054677,0.1082048,0.10021468
96,0.31029005,0.30450313,0.29160851,0.29274651,0.15491552,0.09474582,0.10105515,0.10028782,0.10519483,0.09867872
97,0.29935978,0.2951168,0.2935876,0.28274627,0.15824277,0.08997812,0.08979208,0.10007097,0.09861633,0.0970154
98,0.29752808,0.29537995,0.27485304,0.26803795,0.14336294,0.08687904,0.09165628,0.09207051,0.09803705,0.09795603
99,0.29197349,0.28582197,0.27538238,0.25836566,0.14503625,0.08903786,0.08867136,0.09412572,0.09468017,0.09175156
100,0.27648939,0.28239393,0.26611156,0.25858395,0.13869735,0.08516226,0.08081793,0.09068055,0.09030094,0.08228709
101,0.27748493,0.26755219,0.26741227,0.25645853,0.136334,0.0826216,0.08102333,0.08554065,0.08853049,0.08964639
102,0.26568504,0.26591535,0.25248102,0.24407397,0.1359445,0.07842245,0.07587379,0.0859964,0.08771078,0.08512107
103,0.25786888,0.2624835,0.24682604,0.23844452,0.13047727,0.07566218,0.07894833,0.07835647,0.08453276,0.08312783
104,0.25597162,0.24684832,0.23581808,0.23003095,0.11981146,0.07015016,0.07191197,0.07879195,0.08636674,0.08179705
105,0.24856435,0.24200483,0.23515721,0.22225731,0.12386908,0.06937943,0.06839164,0.07722347,0.07997437,0.07512101
106,0.24469791,0.23891627,0.22414312,0.2223115,0.11789989,0.07011649,0.06963402,0.07360302,0.07949138,0.0790442
107,0.23069847,0.22976901,0.21923878,0.21139519,0.11349924,0.06741153,0.06632722,0.07113511,0.07434422,0.07077966
108,0.23120111,0.22762159,0.21834658,0.20481564,0.10707077,0.06189138,0.06959785,0.07020628,0.07122701,0.07095062
109,0.21483001,0.2213156,0.20805484,0.20016408,0.10528504,0.06358941,0.06066115,0.0682076,0.06829305,0.06509241
110,0.21778042,0.21371057,0.2064107,0.19382863,0.10395696,0.05683196,0.0587329,0.06627652,0.07091912,0.06910913
111,0.20733143,0.20404292,0.20313505,0.19098147,0.10491141,0.06030763,0.05887827,0.0679271,0.06845578,0.06375722
112,0.20406442,0.20748191,0.19656574,0.1862604,0.09572243,0.05514141,0.05765776,0.06212506,0.06243476,0.05901507
113,0.2042551,0.19754433,0.18400894,0.17642786,0.09885095,0.05480492,0.06090722,0.05492274,0.06005932,0.06236978
114,0.19209353,0.19016721,0.18301124,0.17907799,0.0896546,0.05412569,0.05134813,0.05856263,0.05546173,0.05577322
115,0.18975074,0.18499883,0.17704205,0.17222656,0.08493017,0.04905123,0.05106454,0.05381237,0.05792755,0.05673562
116,0.18311639,0.18114334,0.17362641,0.16543023,0.08260307,0.04905118,0.04773962,0.05381244,0.05513241,0.05379883
117,0.17779769,0.17234291,0.17172274,0.16209838,0.08345542,0.04665864,0.0474203,0.05387858,0.05449345,0.049871
118,0.17666426,0.16730823,0.16257133,0.1531112,0.08437313,0.04185896,0.045539,0.05019687,0.05109298,0.04867913
119,0.16331611,0.16602291,0.15900265,0.14926552,0.0773482,0.04293244,0.04515892,0.05123344,0.04863821,0.04741097
120,0.15726492,0.15957879,0.15603939,0.1454148,0.07479526,0.04188744,0.0418589,0.04637876,0.04532661,0.04746484
121,0.16474949,0.15034364,0.15536662,0.14496096,0.07395256,0.03940152,0.0398439,0.04534565,0.04447681,0.04538388
122,0.15142392,0.15382623,0.13997792,0.13872252,0.06677874,0.04029291,0.03923288,0.04244794,0.04451313,0.0423391
123,0.15006597,0.14575307,0.13850096,0.13038884,0.06745699,0.03740074,0.03778232,0.04043573,0.04270824,0.04552973
124,0.14567626,0.14357793,0.13856303,0.13253627,0.06121915,0.034157,0.0393219,0.03774344,0.04400503,0.03981336
125,0.13397826,0.13703214,0.13270119,0.12625214,0.066058,0.03459211,0.03695253,0.03622821,0.0396953,0.03616191
126,0.13581574,0.13193908,0.12597486,0.12070795,0.06258806,0.03251366,0.0349337,0.03518597,0.03556173,0.03603585
127,0.13587017,0.13434727,0.12538969,0.11934621,0.06109814,0.03180886,0.03226931,0.03397229,0.03274251,0.0361876
128,0.12783863,0.12889264,0.12067145,0.1147997,0.05573885,0.03316813,0.03107598,0.03333908,0.03670365,0.03345473
129,0.12524877,0.12284135,0.11771971,0.1084739,0.05422607,0.02948239,0.02842414,0.02878002,0.03309681,0.03192383
130,0.12073433,0.11532284,0.1144631,0.10596743,0.05344864,0.02407592,0.02973954,0.03224713,0.03365883,0.03368513
131,0.1160393,0.11515179,0.10904836,0.09920417,0.05037546,0.02489227,0.0267946,0.02956797,0.03210018,0.02977607
132,0.11459465,0.11550692,0.10801021,0.09944786,0.04675784,0.02514326,0.02646125,0.03002233,0.02843321,0.02880179
133,0.11098982,0.1051496,0.10395848,0.09412801,0.04416443,0.0259738,0.02382074,0.02677218,0.02649485,0.0265641
134,0.10528893,0.10249259,0.09810989,0.09225575,0.04271353,0.02468788,0.02112858,0.02759978,0.02702325,0.02511251
135,0.10148933,0.10027041,0.09391662,0.08979025,0.04315126,0.02215722,0.02392458,0.02521309,0.02859544,0.02509858
136,0.09843355,0.09796286,0.09282742,0.0888123,0.04216233,0.02095572,0.02286995,0.02492355,0.02611691,0.026531
137,0.09352742,0.09280911,0.09460373,0.08292776,0.03854528,0.02190601,0.02195359,0.02347393,0.02581039,0.02276027
138,0.09258097,0.09117745,0.08596207,0.08026084,0.03748411,0.01773573,0.02120342,0.02158412,0.02434181,0.02116662
139,0.08856455,0.0835324,0.08717813,0.07873933,0.03604708,0.01766298,0.01798339,0.02186852,0.02233777,0.0218997
140,0.08596922,0.08341117,0.07736706,0.07608614,0.03523058,0.01982133,0.0188489,0.02071811,0.02089538,0.02085442
141,0.08406013,0.08181467,0.08063219,0.07587406,0.0334662,0.01692185,0.0175506,0.01850078,0.01926416,0.01980411
142,0.08275614,0.08147469,0.07486798,0.06998522,0.02947856,0.01572768,0.01556753,0.01983528,0.01929909,0.01805124
143,0.07735765,0.07117754,0.0748284,0.0654825,0.02793852,0.01731291,0.01607745,0.01832956,0.01870419,0.01938825
144,0.07382085,0.07229024,0.07213346,0.06668125,0.02950626,0.01382873,0.01522479,0.01927755,0.01533699,0.01818873
145,0.07108985,0.07314411,0.06636598,0.06239602,0.0271531,0.0141447,0.01537527,0.01691158,0.01684336,0.01537912
146,0.06894153,0.06870277,0.0646485,0.05954091,0.0242876,0.01342468,0.01363765,0.01612215,0.01615902,0.01619126
147,0.07024241,0.0651744,0.06545644,0.05962573,0.02505706,0.01338928,0.01373512,0.0153655,0.01740256,0.01448897
148,0.06569011,0.06263903,0.06490524,0.05406651,0.02354531,0.01182011,0.01236614,0.01388969,0.01564408,0.01472523
149,0.06366026,0.06152307,0.05832628,0.05517723,0.0241731,0.01204232,0.01249137,0.0137459,0.01619645,0.01505535
150,0.06130268,0.05896107,0.05729824,0.05171117,0.02273754,0.01107007,0.01090107,0.01316774,0.01251473,0.01369163
151,0.05993605,0.0596559,0.05361895,0.04968066,0.02050475,0.01015775,0.01187316,0.01188022,0.01412213,0.0132064
152,0.05549125,0.05536024,0.0535538,0.04881568,0.02021203,0.00925281,0.01051068,0.01103489,0.01355419,0.01255009
153,0.0565423,0.05311917,0.05103642,0.04788545,0.01939639,0.00915995,0.00957183,0.01259705,0.01261208,0.00989489
154,0.05219062,0.05188827,0.05235742,0.0432499,0.01840271,0.01008271,0.009913,0.01146871,0.01091564,0.01140976
155,0.04996773,0.04759688,0.04671269,0.04326933,0.01639122,0.00852632,0.00954077,0.01078433,0.01034998,0.01096802
156,0.04665777,0.04797229,0.04629503,0.04265114,0.01631929,0.00810529,0.00840687,0.00973836,0.0117962,0.00998211
157,0.04640284,0.04570582,0.04280105,0.03840329,0.01815684,0.00776193,0.00851047,0.01013339,0.01125706,0.0086805
158,0.04742519,0.0480435,0.04186167,0.03866362,0.01490122,0.00757418,0.00759327,0.00859755,0.0088504,0.00951584
159,0.04246575,0.04194285,0.04178961,0.03749878,0.0141993,0.00697619,0.0076512,0.00915809,0.00965502,0.0094061
160,0.04347702,0.0411917,0.04090929,0.03813814,0.01475603,0.00694599,0.0080654,0.0082126,0.0092912,0.00809439
161,0.04182928,0.04226563,0.03843235,0.03445187,0.01315191,0.00709773,0.0066251,0.00751557,0.00796009,0.00930931
162,0.04130169,0.03926645,0.03762411,0.0333247,0.01250092,0.00640311,0.0072775,0.00839389,0.00808474,0.00756736
163,0.0392445,0.03825232,0.03724548,0.03378717,0.01249883,0.00619635,0.00702618,0.00815908,0.00775497,0.00688097
164,0.03632468,0.0347001,0.03293175,0.03245645,0.01052149,0.00583829,0.00609381,0.00727734,0.00749548,0.0068717
165,0.03581051,0.03472848,0.0336859,0.02961341,0.01131221,0.00483976,0.00570334,0.00685331,0.00755777,0.00587113
166,0.03411486,0.03208787,0.03102621,0.02748303,0.01014115,0.00530215,0.00522349,0.00641715,0.00678377,0.00622901
167,0.03563887,0.03130153,0.03149847,0.02842469,0.00985845,0.00505925,0.0057999,0.00666218,0.00608506,0.00719194
168,0.03290129,0.0309587,0.03085324,0.0286852,0.00966495,0.00483335,0.00518193,0.00590479,0.00620331,0.00693219
169,0.03160762,0.0313046,0.03003695,0.02626251,0.01041733,0.00447196,0.00445733,0.00533158,0.00602347,0.00568596
170,0.0318001,0.02897931,0.02826155,0.02430179,0.00899124,0.00380885,0.0046531,0.00567965,0.00549129,0.00511721
171,0.02920775,0.02883774,0.02811026,0.0255236,0.00880925,0.00476669,0.00386642,0.00572143,0.00640946,0.00526149
172,0.02851431,0.02822499,0.02748819,0.02231256,0.00907827,0.00421974,0.00390259,0.00492005,0.00606216,0.00436266
173,0.02870197,0.02533643,0.02568514,0.02400445,0.00761461,0.00342676,0.0037845,0.00503583,0.00470613,0.0055417
174,0.02650237,0.02730526,0.02586151,0.02157181,0.00682006,0.00412692,0.00397539,0.00457531,0.00520209,0.0051782
175,0.02651294,0.02478078,0.02500383,0.02186272,0.00782334,0.00357897,0.00375907,0.00417695,0.00538299,0.00488891
176,0.02688728,0.02480049,0.02423216,0.02071947,0.00737786,0.0033455,0.00394995,0.00432681,0.00486623,0.00449858
177,0.02377216,0.02534918,0.02342023,0.02070529,0.00694826,0.00309078,0.00354743,0.00385128,0.00319753,0.00424781
178,0.02524605,0.02369685,0.02270491,0.0206252,0.00581281,0.00273186,0.00399662,0.00425889,0.00425772,0.00383439
179,0.024498,0.02273889,0.02277779,0.01804691,0.00578613,0.00285141,0.00296362,0.0035483,0.00456179,0.00409054
180,0.02319481,0.02206487,0.02149503,0.01866947,0.00616471,0.00262263,0.00303119,0.00354294,0.00380432,0.00406286
181,0.02255527,0.02219269,0.0223324,0.01786397,0.00651515,0.0027155,0.00354237,0.00400209,0.00366744,0.00364335
182,0.02264422,0.02109442,0.02189984,0.01812269,0.00475848,0.00284728,0.0031578,0.00394642,0.00368984,0.00361711
183,0.02218763,0.02065291,0.0211976,0.01743374,0.00604554,0.00260202,0.00275121,0.00319582,0.00345799,0.00315392
184,0.0215,0.02044883,0.01995282,0.01749388,0.00636806,0.00219135,0.0028589,0.00308178,0.00376394,0.00386818
185,0.02169386,0.01972708,0.01973192,0.01777537,0.00515337,0.00256587,0.00291056,0.00330988,0.00393635,0.0030213
186,0.02057303,0.02004942,0.0204559,0.01674869,0.00512867,0.00247355,0.002633,0.0031765,0.00313439,0.00367009
187,0.02066182,0.0196807,0.01915186,0.01580332,0.00561793,0.00263823,0.0031972,0.00293272,0.00380614,0.00348084
188,0.01994673,0.01890603,0.01947115,0.01626304,0.00499981,0.0028079,0.00269111,0.00315476,0.00310293,0.00352493
189,0.0198186,0.01897555,0.01903967,0.01576649,0.00542762,0.00231736,0.00274405,0.00292374,0.00297216,0.00333957
190,0.01938603,0.01804242,0.01889302,0.01645175,0.00436809,0.00216238,0.00238991,0.00311003,0.00393412,0.00335222
191,0.01871144,0.0172907,0.01914087,0.01612805,0.00443294,0.00222039,0.00236286,0.00317046,0.00298574,0.00247013
192,0.01975529,0.0191928,0.01745663,0.01516967,0.00421017,0.0020982,0.00211567,0.0033945,0.00296915,0.00297734
193,0.01827321,0.0185889,0.0180261,0.01517304,0.00435469,0.00165275,0.00264755,0.00318805,0.00317157,0.00342998
194,0.01942573,0.01800557,0.01771692,0.01452314,0.00506871,0.00192122,0.00227322,0.00278405,0.00257966,0.00305399
195,0.01871533,0.01834368,0.01816651,0.01581938,0.0042712,0.00225854,0.00268073,0.00303186,0.00311331,0.00281045
196,0.01850643,0.01791634,0.01716335,0.01602581,0.00515309,0.00226296,0.00228452,0.00301089,0.00343238,0.00257302
197,0.02053248,0.01793585,0.0176766,0.01569936,0.00470329,0.00194394,0.00240387,0.00258132,0.00284254,0.00278925
198,0.01907106,0.01849399,0.01716356,0.01508372,0.00476999,0.00187177,0.00230395,0.00273705,0.00301256,0.00284609
199,0.01927342,0.01743811,0.01834467,0.01417976,0.00435154,0.00219327,0.00206682,0.00247889,0.00312053,0.00270191
200,0.01703261,0.0185777,0.01700336,0.01403688,0.00472829,0.00201612,0.00201773,0.00271527,0.00263533,0.00240516
