epoch,zilu_sigma0.01_train_loss,zilu_sigma0.05_train_loss,zilu_sigma0.1_train_loss,zilu_sigma0.5_train_loss,zilu_sigma1.0_train_loss,zilu_sigma5.0_train_loss,zilu_sigma10.0_train_loss,zilu_sigma50.0_train_loss,zilu_sigma100.0_train_loss,zilu_sigma1000.0_train_loss
28,0.69549669,0.69063903,0.69081245,0.64610765,0.54479203,0.44487774,0.43025931,0.43710193,0.44604357,0.4620554
29,0.67910095,0.67953806,0.68169142,0.63452033,0.52856901,0.42916022,0.41678372,0.42149766,0.42806986,0.45065225
30,0.67969463,0.67107154,0.67819267,0.6241929,0.5169706,0.42180148,0.40648556,0.41119446,0.41981026,0.44105189
31,0.6615109,0.66633364,0.65617867,0.61093986,0.50321428,0.40219052,0.39696236,0.39863249,0.40393644,0.42435344
32,0.65407107,0.65667615,0.6485876,0.59792901,0.49546876,0.39081928,0.37990037,0.39002879,0.39879566,0.41567127
33,0.65005923,0.64708792,0.64188112,0.58903371,0.47937898,0.38192346,0.36755255,0.38137452,0.38668586,0.39957464
34,0.63754105,0.63883042,0.6362986,0.57527938,0.46875939,0.37467861,0.36204996,0.37227794,0.37651947,0.39410455
35,0.62350926,0.62872135,0.62598271,0.56684804,0.4552123,0.3647618,0.34543606,0.35075858,0.36230981,0.380542
36,0.61912436,0.61102291,0.6138208,0.54904553,0.43979525,0.34775253,0.33528965,0.35167349,0.34915674,0.37238011
37,0.6127778,0.60493186,0.60185867,0.54408693,0.4366448,0.33570821,0.32412244,0.34148732,0.34251239,0.36538784
38,0.59920959,0.6023689,0.58878135,0.5303656,0.42773544,0.33260452,0.31783983,0.32835914,0.33060833,0.35320764
39,0.58810254,0.58946082,0.58286683,0.5226949,0.40797422,0.31886135,0.30579655,0.32037489,0.32585037,0.34437871
40,0.57704177,0.58103335,0.57225441,0.50836735,0.39887128,0.3088437,0.29758623,0.31440601,0.31363111,0.33169511
41,0.5735096,0.57473597,0.56901336,0.50582229,0.38961612,0.29979909,0.28727231,0.30554314,0.30545711,0.32378486
42,0.56643607,0.57078728,0.55220813,0.49556072,0.37820601,0.28854227,0.28258086,0.29248743,0.29433029,0.31017317
43,0.56270805,0.56083767,0.55584928,0.48604723,0.37463789,0.28654466,0.27328222,0.29156962,0.2910582,0.31060158
44,0.55676631,0.55500155,0.54238891,0.48421946,0.36209781,0.27016329,0.26523384,0.27454581,0.27828418,0.30154128
45,0.53718101,0.53891486,0.53118929,0.46140883,0.35347281,0.25969558,0.25199704,0.26107346,0.26757428,0.29193126
46,0.53193466,0.53750453,0.52869228,0.45950174,0.34846282,0.25414935,0.24697203,0.26106173,0.2667172,0.28179187
47,0.52546942,0.53285665,0.52486418,0.45284025,0.3369341,0.24941104,0.23876848,0.25260828,0.25382884,0.27643425
48,0.51641183,0.5260497,0.51511306,0.44074137,0.3314996,0.2375543,0.23084238,0.24754584,0.24477558,0.26874405
49,0.50963255,0.51527703,0.49917015,0.43309701,0.32035965,0.23021601,0.22340264,0.23875432,0.23565837,0.26102675
50,0.50877808,0.51162099,0.49598252,0.42693654,0.30949381,0.22850445,0.21981341,0.23485416,0.23443157,0.25312002
51,0.49949044,0.49908222,0.49319127,0.41850726,0.30522769,0.21289176,0.21273476,0.22093567,0.22626608,0.24866153
52,0.4955846,0.49513116,0.48554675,0.40750535,0.29781932,0.2086458,0.20299901,0.2172386,0.22330939,0.23897707
53,0.47279996,0.48481459,0.47578303,0.40204307,0.28817031,0.20340398,0.19968348,0.21598482,0.21614461,0.23134304
54,0.4667367,0.47257359,0.46471575,0.39363436,0.27944426,0.19713554,0.18785591,0.19941141,0.20051824,0.22446348
55,0.46454752,0.46805545,0.46103354,0.37984664,0.27513006,0.19017899,0.1862327,0.20213221,0.19904908,0.2225149
56,0.45783431,0.46303251,0.45057526,0.37939087,0.26593369,0.19029736,0.17859162,0.19671249,0.19675715,0.21734856
57,0.44730357,0.45988823,0.44992315,0.37248442,0.26199015,0.18070002,0.17526027,0.18753185,0.19054485,0.20990736
58,0.44644742,0.44550475,0.44079073,0.36293342,0.25041546,0.17517681,0.17054022,0.1838823,0.18478033,0.20499747
59,0.44037999,0.4405204,0.42890128,0.35043209,0.24759286,0.16939341,0.16582752,0.17978664,0.17862788,0.19785186
60,0.42470616,0.43497886,0.42280629,0.34737472,0.23444577,0.1608971,0.16343922,0.17944694,0.17262907,0.1894783
61,0.41906404,0.42513691,0.41614349,0.3414381,0.22817236,0.15584811,0.1518363,0.16912715,0.16649497,0.18827396
62,0.41784365,0.42232165,0.40741239,0.33087434,0.22832619,0.15609085,0.15207148,0.16461904,0.16432082,0.17934039
63,0.41013766,0.41631234,0.40492797,0.32340609,0.22056841,0.15019408,0.1488729,0.16265679,0.16587114,0.17572489
64,0.40335422,0.40828418,0.3991142,0.31680889,0.21639539,0.14787612,0.14417459,0.15860068,0.1577755,0.17249718
65,0.39616678,0.40256165,0.38867637,0.31003487,0.20986398,0.14462296,0.14081385,0.15283202,0.15144903,0.16519507
66,0.38376658,0.39035395,0.37511416,0.30356079,0.20153383,0.13903976,0.13775145,0.14998296,0.14496706,0.1620508
67,0.38057097,0.39056161,0.37475074,0.29983906,0.19690284,0.13341026,0.13156985,0.14341285,0.14248748,0.15929603
68,0.37168692,0.38543563,0.36892913,0.2903867,0.19313338,0.13246955,0.12843686,0.14382002,0.14310123,0.156015
69,0.36532328,0.37917423,0.36098413,0.28389302,0.18694244,0.12237141,0.12642843,0.13615315,0.13647584,0.14970113
70,0.35921189,0.37075153,0.35369171,0.27675318,0.18711774,0.12593271,0.11666986,0.13007206,0.13017668,0.14665468
71,0.35411943,0.36360042,0.34750468,0.27525276,0.17489738,0.12078183,0.11507918,0.13006732,0.12861888,0.14280862
72,0.34517816,0.35524852,0.34416178,0.26956598,0.17507844,0.11717034,0.11649436,0.12908182,0.12617461,0.13878451
73,0.33948345,0.35211498,0.33438599,0.25808436,0.16918842,0.11248614,0.11304091,0.12453353,0.12094886,0.13532178
74,0.33541884,0.34795545,0.33238249,0.25526717,0.16383778,0.10915703,0.10332903,0.11669154,0.11871689,0.12906059
75,0.33405443,0.33588963,0.32373386,0.2455697,0.15925576,0.10811112,0.10613264,0.11833279,0.11814163,0.12542884
76,0.32292699,0.33517246,0.32308946,0.24078308,0.15759715,0.10525832,0.10305573,0.11611754,0.11216631,0.12619055
77,0.31567537,0.33154227,0.31421073,0.23653823,0.14664079,0.09838803,0.09960942,0.10772565,0.10717376,0.12195207
78,0.31023289,0.32455605,0.30807035,0.22967229,0.14884086,0.1022496,0.09787389,0.10667528,0.10800792,0.1169821
79,0.30695942,0.31763695,0.30066035,0.22229232,0.14888949,0.09549468,0.09158901,0.10175754,0.10501337,0.11208593
80,0.29889904,0.31191979,0.29733678,0.21412678,0.14161815,0.09333073,0.0899663,0.10362097,0.10097308,0.11020792
81,0.29263494,0.30465345,0.29063846,0.20853479,0.13521299,0.08937885,0.09091215,0.09819063,0.09636345,0.10706371
82,0.28986225,0.2988315,0.28235732,0.20390496,0.13461031,0.09058449,0.0880833,0.09766663,0.09606635,0.10526716
83,0.28162816,0.29342749,0.28244418,0.20024668,0.13106985,0.08642323,0.08372638,0.09225696,0.09680857,0.10390765
84,0.27612027,0.28835276,0.27518796,0.19336217,0.1245631,0.08265845,0.08173491,0.09312552,0.09175713,0.09973231
85,0.27175344,0.28350135,0.26967899,0.19183926,0.12707117,0.08292143,0.07973662,0.09083107,0.09288641,0.09531071
86,0.26558166,0.27800418,0.26432331,0.18206292,0.11941097,0.0793573,0.0769369,0.08595364,0.08552511,0.09528578
87,0.25996651,0.27284624,0.26217878,0.18277114,0.11962339,0.07716218,0.07497339,0.08642422,0.08167495,0.0927438
88,0.25659041,0.26494086,0.25044544,0.17554134,0.11073147,0.0756441,0.07215829,0.08011951,0.08018398,0.08848949
89,0.24735241,0.26207653,0.24801913,0.16921759,0.1139417,0.07191938,0.07186316,0.08063229,0.08076797,0.08804589
90,0.23843729,0.25860322,0.24116007,0.16777747,0.10646532,0.07436247,0.07046478,0.0794009,0.07732948,0.08727207
91,0.23720765,0.24986635,0.2365538,0.16162276,0.10576268,0.06670212,0.06597341,0.07617991,0.07365397,0.08058477
92,0.23042728,0.24179827,0.23583425,0.15775012,0.09954785,0.06546043,0.06475396,0.07459683,0.07355231,0.07956889
93,0.22618213,0.24162874,0.23059359,0.15733986,0.09935156,0.0668792,0.06817952,0.07286794,0.0724031,0.07840778
94,0.22221308,0.23827956,0.22409745,0.15564788,0.09790701,0.06168756,0.06166866,0.06849912,0.07273112,0.07600879
95,0.21692634,0.23393616,0.21837882,0.14965925,0.09757479,0.05934154,0.05838133,0.06647829,0.06929507,0.07435354
96,0.21174892,0.22679385,0.2139944,0.14505774,0.09262617,0.06084967,0.05785898,0.06761819,0.06650948,0.07146502
97,0.2059923,0.22295033,0.203037,0.13889577,0.09058948,0.06043678,0.05465108,0.06521746,0.06086054,0.06774262
98,0.20522276,0.21545147,0.20377691,0.1363695,0.08832321,0.05466359,0.05594963,0.06303125,0.06136673,0.06848341
99,0.19418131,0.21088382,0.19783024,0.12829074,0.08587748,0.05498744,0.05330918,0.05921014,0.06290492,0.06554081
100,0.18874837,0.2044592,0.19460542,0.13061276,0.08273159,0.0527085,0.05318126,0.05891082,0.05970878,0.06615418
101,0.19273283,0.20170633,0.18923334,0.12356155,0.07977628,0.05099162,0.05157426,0.05671161,0.0549593,0.06355848
102,0.18679351,0.19698373,0.18607311,0.1233993,0.079255,0.05152966,0.04506453,0.05184746,0.05782869,0.06134538
103,0.17951316,0.19190784,0.18186078,0.11937445,0.07656538,0.04706518,0.04733015,0.05246967,0.05364846,0.05827562
104,0.17823538,0.18952705,0.17534817,0.11564039,0.07517944,0.0468813,0.0425573,0.05238632,0.05260635,0.05732289
105,0.1756478,0.1819713,0.17831721,0.11504427,0.07197069,0.04426522,0.04326237,0.04881009,0.0491455,0.05485753
106,0.16660806,0.18464992,0.16651534,0.10976445,0.06842166,0.04163454,0.04294338,0.04782339,0.04944377,0.05312965
107,0.16817119,0.17175487,0.1633486,0.10389747,0.06690033,0.04296301,0.0422438,0.0468063,0.04412984,0.05112363
108,0.16051079,0.1733508,0.15946495,0.10351535,0.0658686,0.03962235,0.0405928,0.04641798,0.04724952,0.05061861
109,0.15578263,0.16563119,0.15475865,0.10116207,0.06503663,0.04157208,0.0372406,0.04440197,0.04603302,0.04702351
110,0.15041319,0.16205002,0.15534055,0.1009054,0.06263552,0.03767349,0.03694181,0.04092266,0.04365684,0.04917666
111,0.1505226,0.16060928,0.15088359,0.09546963,0.05927457,0.03792581,0.03747247,0.04193094,0.04102132,0.04599595
112,0.14225318,0.15650019,0.14484048,0.09528272,0.0586927,0.03610632,0.03624257,0.04330864,0.03977397,0.04476153
113,0.13941523,0.15277918,0.13840313,0.08499408,0.05333237,0.03655525,0.03384053,0.03755487,0.03692463,0.04186905
114,0.13923306,0.14915814,0.13918329,0.09130135,0.05406781,0.03222876,0.033581,0.03973028,0.03492854,0.04093997
115,0.13711891,0.14291304,0.13070669,0.08553182,0.05506058,0.03480892,0.03375825,0.03366373,0.03789429,0.04123397
116,0.1299866,0.14041414,0.13159836,0.08108914,0.05079226,0.03131527,0.03359209,0.03715242,0.03756299,0.04096234
117,0.12930465,0.13481231,0.12804791,0.07723774,0.05196243,0.02910885,0.02963958,0.03381299,0.0337515,0.0355375
118,0.12027776,0.13307606,0.12638839,0.08083178,0.04865572,0.02977843,0.02803711,0.03215529,0.03401116,0.03614156
119,0.12179959,0.1319998,0.12351789,0.07423063,0.04685692,0.02557505,0.02591986,0.03072823,0.03011055,0.03866083
120,0.1192878,0.12525171,0.12202746,0.07409115,0.04170121,0.02765549,0.02490219,0.02869955,0.0314325,0.03333819
121,0.11453115,0.12256003,0.1122914,0.07348397,0.04293861,0.02541273,0.02469211,0.02855777,0.02628045,0.03161623
122,0.11426002,0.11784168,0.11037468,0.07098987,0.03748352,0.02582322,0.02509632,0.0297854,0.02622058,0.03028285
123,0.10923409,0.11758515,0.10879285,0.06581002,0.04025931,0.02344605,0.02457991,0.02627729,0.02764114,0.03108705
124,0.10412394,0.1163209,0.10488107,0.06436172,0.04022934,0.02192649,0.02201008,0.02596447,0.02625067,0.03022481
125,0.1006321,0.11049069,0.10299181,0.06255004,0.03490895,0.02265013,0.02127136,0.02622951,0.0230821,0.02754988
126,0.10173253,0.10872402,0.09783692,0.06196583,0.03582534,0.0243499,0.02049396,0.02391959,0.02454337,0.02783713
127,0.09883639,0.10454453,0.09964977,0.06081373,0.03547689,0.01935316,0.01990861,0.02431122,0.02394838,0.02340607
128,0.09677445,0.10158406,0.09284615,0.0564362,0.03770372,0.0208669,0.01922871,0.02202765,0.02104924,0.02416265
129,0.09179944,0.09924461,0.09284343,0.05499993,0.03424293,0.02087395,0.01782401,0.02260236,0.0205064,0.02643773
130,0.08754172,0.09458072,0.08848849,0.05478868,0.02909028,0.01653843,0.0169881,0.02147096,0.02106015,0.02293798
131,0.08478805,0.0902414,0.08669937,0.05239545,0.03088636,0.01733872,0.01561749,0.01919398,0.02258633,0.02273186
132,0.08360285,0.09144117,0.08419507,0.04996156,0.02956755,0.01669756,0.01405148,0.02050398,0.01887549,0.02380394
133,0.08100115,0.08704269,0.0801379,0.04697118,0.02962146,0.01647694,0.01471909,0.01952073,0.01769346,0.01963145
134,0.07794804,0.09005088,0.08330474,0.04387485,0.02806105,0.01532218,0.01416553,0.01783403,0.01652613,0.02002548
135,0.07819575,0.08420254,0.07874644,0.04468013,0.02446226,0.01369936,0.0161344,0.01660374,0.01720268,0.0187896
136,0.07502589,0.0831025,0.07564698,0.04360645,0.02301025,0.01391779,0.0144573,0.01412021,0.01556897,0.01902834
137,0.07147528,0.07835937,0.07342136,0.04316089,0.02214964,0.01300022,0.0125868,0.01473835,0.0169967,0.01953369
138,0.06997305,0.07532388,0.06854907,0.04462956,0.02212848,0.01248568,0.01047358,0.01529193,0.01328421,0.01374386
139,0.06604664,0.07480374,0.06940187,0.03956983,0.02308064,0.01258949,0.01311913,0.0137757,0.01370468,0.01457032
140,0.0672387,0.07299624,0.06765216,0.03931667,0.02189328,0.01298157,0.0095392,0.01547328,0.01367501,0.01567548
141,0.0643888,0.07432057,0.06523919,0.03542214,0.02029083,0.01214608,0.00928879,0.01216767,0.01382092,0.01469669
142,0.0607673,0.06703918,0.06215942,0.03541255,0.02033272,0.00848279,0.01048957,0.01270336,0.01141029,0.01542789
143,0.0597136,0.0679136,0.06280376,0.03450253,0.01759655,0.00988367,0.01122244,0.01126876,0.01080177,0.01397059
144,0.05905461,0.06423526,0.05858497,0.03201688,0.01787004,0.00953583,0.00983014,0.01041814,0.01146015,0.01159348
145,0.05641964,0.06191779,0.05727796,0.02970062,0.01691797,0.00930452,0.0100134,0.01100911,0.0104118,0.01046464
146,0.05449927,0.06262304,0.05354893,0.03338363,0.01569637,0.0069373,0.00784846,0.00938529,0.00946601,0.01152776
147,0.05415869,0.05821388,0.05273377,0.03022683,0.01527638,0.00813706,0.00720988,0.00894539,0.00958469,0.01182475
148,0.05090998,0.05572236,0.05258439,0.02864003,0.01386484,0.00847169,0.00778332,0.00878846,0.00867479,0.0108688
149,0.04951652,0.05707896,0.04996286,0.02679878,0.01288424,0.00749868,0.00714296,0.00870034,0.00983752,0.01074433
150,0.04756767,0.05243691,0.04710645,0.02671668,0.01228074,0.00698364,0.00602087,0.00791247,0.00818705,0.00950881
151,0.04637407,0.05196249,0.04737617,0.02499417,0.01365126,0.00530302,0.0050902,0.00768041,0.00744136,0.00934451
152,0.04517877,0.04902634,0.0444071,0.02308091,0.01430192,0.0074184,0.00619657,0.00840824,0.00752273,0.00922073
153,0.04405298,0.04804057,0.04551961,0.02380743,0.01108315,0.00529245,0.00581681,0.00700891,0.00728792,0.00902263
154,0.04153339,0.04858668,0.04678903,0.02288888,0.01027933,0.00614701,0.00565507,0.00731542,0.00650667,0.00856758
155,0.04045616,0.0462827,0.03702701,0.02029316,0.01044649,0.00460873,0.00422539,0.00560413,0.00605731,0.007382
156,0.03916842,0.04325635,0.04025943,0.01995834,0.00895499,0.00426907,0.00492674,0.00588418,0.00605894,0.00760825
157,0.0389445,0.04520891,0.03805867,0.01921453,0.00993732,0.00488849,0.00625387,0.00599735,0.00645602,0.00688478
158,0.03814643,0.044241,0.03627936,0.01979267,0.00943097,0.00441872,0.00395473,0.00545835,0.00562529,0.00671359
159,0.03657939,0.0406281,0.03813878,0.01965117,0.00925697,0.00425178,0.00358929,0.00524391,0.00520314,0.00681672
160,0.03414178,0.03757696,0.03256156,0.01586424,0.0071403,0.00409007,0.00381524,0.00488188,0.00436457,0.00575596
161,0.03236204,0.03933185,0.03175699,0.01666707,0.00788977,0.00334256,0.00441582,0.00473971,0.00476041,0.0048668
162,0.03409247,0.03750373,0.03283056,0.01670706,0.00856839,0.00403078,0.00322703,0.00471643,0.00421803,0.00447732
163,0.03018603,0.03822832,0.03012463,0.0160221,0.00667819,0.00328555,0.00374143,0.00394843,0.00420072,0.00493553
164,0.03297369,0.03391187,0.03094959,0.01323347,0.00586826,0.00327212,0.00359917,0.00423572,0.00399872,0.00520034
165,0.02942164,0.03347824,0.02846104,0.01515541,0.00674801,0.0026704,0.00249555,0.00422558,0.00372462,0.00487962
166,0.02643288,0.03146779,0.02810242,0.01383154,0.00605368,0.00274478,0.00204996,0.00354843,0.00413307,0.00393821
167,0.02911865,0.0301237,0.0278515,0.01209159,0.00625051,0.00257602,0.00315279,0.00341772,0.00323485,0.00412065
168,0.02712802,0.03185379,0.02708741,0.01236956,0.00564076,0.00301941,0.0024171,0.0027093,0.00355884,0.00471952
169,0.02607665,0.02871806,0.02696502,0.01211436,0.00444616,0.00301703,0.00194259,0.00368532,0.00291074,0.00361775
170,0.02490338,0.03001637,0.02584906,0.01326627,0.00533702,0.00228478,0.00240983,0.00288938,0.00349836,0.00421445
171,0.02414927,0.02684378,0.02492807,0.01121069,0.0057831,0.00226562,0.00211092,0.00294642,0.00255524,0.00317551
172,0.02288043,0.02722487,0.0216558,0.01003669,0.00475989,0.00226586,0.00196209,0.00208161,0.00187893,0.00330656
173,0.02245093,0.02687311,0.02182113,0.01097619,0.00418119,0.00204102,0.00150382,0.00315538,0.0021159,0.00263827
174,0.02099184,0.02696388,0.02096192,0.01032063,0.00441962,0.00209815,0.00140653,0.00293795,0.00202228,0.00226765
175,0.02185178,0.02415594,0.02061042,0.01079382,0.00350072,0.00204632,0.00087505,0.00211428,0.00210023,0.00265185
176,0.02235864,0.02562406,0.02280724,0.01032822,0.00414572,0.00119742,0.00125102,0.00211323,0.00258467,0.00260492
177,0.02051616,0.02284308,0.01901319,0.00968863,0.00396516,0.00110976,0.00118755,0.00200409,0.00203281,0.00246387
178,0.01934573,0.02415536,0.01954922,0.00983433,0.00371613,0.00130198,0.00126929,0.00197344,0.00167487,0.00259203
179,0.0188992,0.02297968,0.02038589,0.00797873,0.00320113,0.00143925,0.0011422,0.00215839,0.00178194,0.00215532
180,0.01943049,0.0215349,0.01932462,0.00871767,0.00304424,0.00122122,0.00131291,0.00224114,0.00160138,0.002131
181,0.0181224,0.02273519,0.01811934,0.0079808,0.00351431,0.00145657,0.00127332,0.00130718,0.00181029,0.00187463
182,0.018719,0.02296134,0.01870323,0.00772233,0.00281508,0.00075282,0.00138484,0.00190096,0.00153434,0.00222544
183,0.01769842,0.0209227,0.01760575,0.00769136,0.00348854,0.00128488,0.00103236,0.00175466,0.00153634,0.00173803
184,0.01732469,0.02192605,0.01779981,0.00881114,0.00335632,0.001146,0.00093592,0.00153402,0.00145801,0.00146587
185,0.01815821,0.02095481,0.01626377,0.00715763,0.00260423,0.00114966,0.00104475,0.00147547,0.00115676,0.00175152
186,0.01545891,0.02028103,0.0166476,0.00768651,0.00280601,0.00118959,0.00095466,0.00112651,0.00164191,0.00183795
187,0.01696485,0.01968699,0.01547154,0.00679835,0.00235338,0.00125656,0.00070866,0.00168179,0.00118668,0.00178181
188,0.01699788,0.02086779,0.01641609,0.00662525,0.00233229,0.00074715,0.0009997,0.00134395,0.00136694,0.00172149
189,0.01701744,0.02012032,0.01699862,0.00661625,0.00245062,0.00084934,0.00093239,0.00111934,0.00133766,0.00194958
190,0.01555431,0.01944309,0.01623498,0.00643225,0.00296674,0.00073323,0.00101917,0.0014117,0.00127199,0.00150242
191,0.01735453,0.01805518,0.01469562,0.00658826,0.00224316,0.00088841,0.00058119,0.0011463,0.00154339,0.00167662
192,0.01589775,0.01837181,0.01552635,0.00617808,0.00188415,0.00071837,0.00070984,0.00154681,0.00151344,0.00159434
193,0.01494346,0.01882029,0.01574441,0.00666226,0.00253822,0.00078369,0.00069878,0.00112665,0.00113611,0.00166284
194,0.01627347,0.0206957,0.01498148,0.00608417,0.00217396,0.00087294,0.00063892,0.00135367,0.00149409,0.0015492
195,0.01609938,0.02051361,0.01645309,0.00678779,0.00196253,0.00076113,0.00116197,0.00128951,0.0011097,0.00183637
196,0.01384937,0.01901766,0.01563045,0.00708864,0.00200253,0.00065735,0.0004912,0.0017429,0.00115377,0.00162451
197,0.01498065,0.01747918,0.0157807,0.00632794,0.00224421,0.00122119,0.00062345,0.00135098,0.00126811,0.00149608
198,0.01479308,0.0180626,0.01477434,0.00650365,0.00237588,0.00085061,0.00073124,0.00089926,0.00122461,0.00118048
199,0.01387708,0.01867441,0.01591112,0.00635389,0.00216601,0.00062374,0.0005698,0.0012014,0.00116009,0.00146911
200,0.01419406,0.01873259,0.01480762,0.00566273,0.00202562,0.00094931,0.00053976,0.00121132,0.0015026,0.00161078
