epoch,relu_1e-2_train_loss,gelu_1e-2_train_loss,silu_1e-2_train_loss,relu_1e-3_train_loss,gelu_1e-3_train_loss,silu_1e-3_train_loss,relu_1e-4_train_loss,gelu_1e-4_train_loss,silu_1e-4_train_loss,relu_1e-5_train_loss,gelu_1e-5_train_loss,silu_1e-5_train_loss,zilu_sigma0.1_lr1e-2_train_loss,zilu_sigma0.5_lr1e-2_train_loss,zilu_sigma1.0_lr1e-2_train_loss,zilu_sigma5.0_lr1e-2_train_loss,zilu_sigma10.0_lr1e-2_train_loss,zilu_approx_sigma0.1_lr1e-2_train_loss,zilu_approx_sigma0.5_lr1e-2_train_loss,zilu_approx_sigma1.0_lr1e-2_train_loss,zilu_approx_sigma5.0_lr1e-2_train_loss,zilu_approx_sigma10.0_lr1e-2_train_loss,zilu_sigma0.1_lr1e-3_train_loss,zilu_sigma0.5_lr1e-3_train_loss,zilu_sigma1.0_lr1e-3_train_loss,zilu_sigma5.0_lr1e-3_train_loss,zilu_sigma10.0_lr1e-3_train_loss,zilu_approx_sigma0.1_lr1e-3_train_loss,zilu_approx_sigma0.5_lr1e-3_train_loss,zilu_approx_sigma1.0_lr1e-3_train_loss,zilu_approx_sigma5.0_lr1e-3_train_loss,zilu_approx_sigma10.0_lr1e-3_train_loss,zilu_sigma0.1_lr1e-4_train_loss,zilu_sigma0.5_lr1e-4_train_loss,zilu_sigma1.0_lr1e-4_train_loss,zilu_sigma5.0_lr1e-4_train_loss,zilu_sigma10.0_lr1e-4_train_loss,zilu_approx_sigma0.1_lr1e-4_train_loss,zilu_approx_sigma0.5_lr1e-4_train_loss,zilu_approx_sigma1.0_lr1e-4_train_loss,zilu_approx_sigma5.0_lr1e-4_train_loss,zilu_approx_sigma10.0_lr1e-4_train_loss,zilu_sigma0.1_lr1e-5_train_loss,zilu_sigma0.5_lr1e-5_train_loss,zilu_sigma1.0_lr1e-5_train_loss,zilu_sigma5.0_lr1e-5_train_loss,zilu_sigma10.0_lr1e-5_train_loss,zilu_approx_sigma0.1_lr1e-5_train_loss,zilu_approx_sigma0.5_lr1e-5_train_loss,zilu_approx_sigma1.0_lr1e-5_train_loss,zilu_approx_sigma5.0_lr1e-5_train_loss,zilu_approx_sigma10.0_lr1e-5_train_loss
154,0.36582846,0.29328411,0.30164678,0.10729347,0.07649983,0.08452682,0.10040469,0.08100928,0.08747273,0.29463039,0.1962771,0.17747258,0.47791592,0.33414865,0.33007348,0.36051937,0.35293723,0.46534147,0.37094251,0.3392705,0.32780014,0.34047354,0.33833211,0.12001208,0.09313093,0.0854908,0.09090792,0.30752211,0.12722239,0.10358215,0.09061465,0.0942551,0.34534886,0.12057845,0.09598995,0.09199958,0.09455502,0.31782991,0.12614185,0.10108564,0.09076256,0.09309458,0.50489853,0.17861478,0.162848,0.22238888,0.25039828,0.43518469,0.17549112,0.16712391,0.22234855,0.24000406
155,0.35968923,0.29761817,0.29434175,0.10558703,0.07451705,0.08679899,0.10256345,0.07478753,0.08547518,0.28686118,0.19367086,0.17799892,0.48519517,0.32541267,0.33344934,0.36485435,0.33844942,0.47922855,0.35680925,0.34531519,0.32846554,0.34318606,0.33441297,0.1190074,0.0907382,0.08434152,0.08910894,0.3005358,0.12705512,0.10356712,0.08557462,0.09193054,0.34277062,0.11675093,0.09061559,0.08832248,0.095067,0.31548511,0.12430365,0.09686549,0.08956992,0.09380704,0.50242306,0.17719887,0.16155545,0.22020548,0.2435001,0.43460233,0.17393136,0.16519297,0.21808956,0.23651875
156,0.3643516,0.30091984,0.29237987,0.11018827,0.07689595,0.08412818,0.10112956,0.08008196,0.0814153,0.28416703,0.18568135,0.17246717,0.47209641,0.33028098,0.35732036,0.36408128,0.34607584,0.45908005,0.36629433,0.33791458,0.33503378,0.34130634,0.33055219,0.11638347,0.08832527,0.0788569,0.08704472,0.30260074,0.12219927,0.10695355,0.09168597,0.09024614,0.34099626,0.1133657,0.09186036,0.08921865,0.09602802,0.30947007,0.12211195,0.1014106,0.08935623,0.09423842,0.5010807,0.17660552,0.16020564,0.21686982,0.23974871,0.43563735,0.17100158,0.16328435,0.21919836,0.23112946
157,0.36578169,0.296806,0.2875313,0.10695454,0.07288513,0.08481745,0.09971608,0.07952472,0.08192162,0.27751547,0.18944666,0.16893817,0.4749978,0.32450128,0.33536375,0.36003793,0.34470609,0.45125723,0.3759017,0.33690911,0.33473058,0.33876097,0.333614,0.11571242,0.09024966,0.08124542,0.08806686,0.3037615,0.12271603,0.10239218,0.0871532,0.08882647,0.34326691,0.11581346,0.09141603,0.08684581,0.09053437,0.31107826,0.11797639,0.09950431,0.08912772,0.09100989,0.49942835,0.17157454,0.15843852,0.21549022,0.2406837,0.43262684,0.16973003,0.16437508,0.21649061,0.22876305
158,0.36824203,0.30062354,0.28905086,0.1069717,0.07318799,0.08420561,0.09891021,0.07380597,0.0810197,0.27740507,0.18643071,0.17229013,0.47360532,0.32536156,0.33276836,0.35526863,0.34579428,0.46168657,0.36267015,0.33712171,0.34136209,0.33898191,0.32671008,0.11418841,0.09084042,0.08174476,0.0877068,0.29922852,0.12329117,0.09994325,0.08720591,0.0910171,0.34025792,0.11239893,0.09119783,0.08687398,0.09629962,0.30754176,0.12252949,0.09268373,0.08747623,0.09334202,0.49679504,0.16947864,0.1595623,0.21136947,0.2336116,0.4330909,0.17223302,0.16211518,0.21045488,0.2293073
159,0.362477,0.29774026,0.28406663,0.10275827,0.07295835,0.08294749,0.09754593,0.07431414,0.08248883,0.27425769,0.18500323,0.1671097,0.47839695,0.32587095,0.33886486,0.35291252,0.34325604,0.46001093,0.35808309,0.33960473,0.32876238,0.34691948,0.33006931,0.11639195,0.09078432,0.07944976,0.08743708,0.29841848,0.12488165,0.10188708,0.08707614,0.08945473,0.33894518,0.11253637,0.09030126,0.08683777,0.08949351,0.30409707,0.11951705,0.09388244,0.08580969,0.08984606,0.49254179,0.17112508,0.15461657,0.20516984,0.23082667,0.42668759,0.16524514,0.16098946,0.20523665,0.22055053
160,0.36877621,0.3030586,0.29080665,0.10570804,0.07357552,0.08415909,0.09694053,0.07981388,0.07781614,0.27200859,0.18376394,0.16533992,0.47552407,0.32587902,0.33481179,0.36059745,0.34065711,0.45620976,0.36374568,0.33472434,0.33294229,0.34451159,0.32767573,0.11468605,0.08906799,0.08143789,0.08848467,0.29682824,0.12363652,0.09877032,0.08440021,0.09034469,0.34229752,0.11262394,0.08873339,0.08460797,0.0910172,0.30649213,0.12203318,0.09570104,0.0888259,0.09117987,0.4951661,0.17081785,0.1520263,0.20734501,0.23091567,0.42661449,0.16633048,0.15986891,0.20503533,0.22106396
161,0.36296559,0.29361119,0.29596828,0.10519763,0.07286094,0.08113142,0.09884351,0.07553145,0.08143543,0.26896818,0.17984551,0.16432239,0.48139005,0.33322037,0.33128687,0.35553825,0.34760974,0.45881169,0.36208039,0.33903546,0.33241496,0.35058441,0.32544736,0.11467605,0.09027644,0.07914377,0.08908879,0.29340864,0.1235705,0.09945037,0.08692592,0.090869,0.33547507,0.11193303,0.08690182,0.08568627,0.09264606,0.30244765,0.11682705,0.09548413,0.08441821,0.08999659,0.48941619,0.16190518,0.1561051,0.2053945,0.22661225,0.4232944,0.16004314,0.15215864,0.20444817,0.22126303
162,0.363791,0.29698532,0.2931064,0.10224509,0.07218607,0.08104305,0.09812606,0.07309937,0.0797493,0.26927876,0.17705435,0.16064804,0.48883183,0.3258644,0.34265739,0.36729188,0.34781175,0.45469216,0.36110037,0.33455026,0.33932625,0.34351067,0.32597116,0.11435427,0.08364135,0.08150889,0.08678544,0.29642265,0.1224613,0.09950153,0.08257563,0.08764712,0.33511095,0.1129385,0.08923777,0.08764575,0.09009143,0.30191357,0.1177022,0.09173722,0.08338035,0.09037964,0.49162702,0.1664591,0.15169227,0.20215172,0.22875841,0.42305844,0.16195023,0.16021927,0.20148744,0.21517204
163,0.3624869,0.30128071,0.30964769,0.10181162,0.07402072,0.08319796,0.09427881,0.07639343,0.08181838,0.26631861,0.17359046,0.16305286,0.46909863,0.33206189,0.34163183,0.35686511,0.34361658,0.45353597,0.3636649,0.33371152,0.32909533,0.33530781,0.32503807,0.1094157,0.09082277,0.08451094,0.08312223,0.2909473,0.12325839,0.10242814,0.0834614,0.08791542,0.33522017,0.10897693,0.08718011,0.08563844,0.08848303,0.30136502,0.11357958,0.09156636,0.08828339,0.08765577,0.48467719,0.1636825,0.14744701,0.20225387,0.22113055,0.42079769,0.15967153,0.15479045,0.2006236,0.21395592
164,0.35654085,0.28971769,0.29199495,0.10338511,0.07206526,0.08126798,0.09592147,0.07289495,0.07683184,0.25821145,0.17468579,0.16079287,0.47197765,0.32767824,0.33211804,0.35837726,0.34665537,0.4530133,0.35608242,0.33493628,0.33234292,0.33813437,0.32308695,0.10914796,0.09001444,0.07786004,0.08657022,0.29134057,0.11871585,0.10061843,0.08467152,0.08700918,0.33322574,0.10766842,0.08605493,0.08373367,0.08944182,0.29817233,0.1196429,0.09128349,0.08277791,0.08728282,0.4895759,0.15753818,0.14777343,0.19861472,0.22227808,0.41647428,0.15852093,0.15320767,0.20221059,0.20900279
165,0.36456007,0.29539101,0.2850725,0.10194629,0.06800875,0.08005666,0.09554461,0.073543,0.07762944,0.2587973,0.17270837,0.1542858,0.47551882,0.31985335,0.34137784,0.34980113,0.34081133,0.46411057,0.35940137,0.33104791,0.32956136,0.33933735,0.32139122,0.11491199,0.08881596,0.07806133,0.08947052,0.29210717,0.11981229,0.09990208,0.08753859,0.08858463,0.32909268,0.10852758,0.08656378,0.08002776,0.08667665,0.30186934,0.11289631,0.09304259,0.08235545,0.08745037,0.48593421,0.16165559,0.14735192,0.19696407,0.21721256,0.41298506,0.15879431,0.1506607,0.19257617,0.20925894
166,0.35799555,0.29020006,0.29978454,0.10341501,0.07155906,0.07958012,0.09178021,0.07187454,0.0778108,0.25551762,0.17034162,0.15507783,0.46298058,0.31477046,0.33098839,0.34572477,0.33993299,0.44975557,0.35922685,0.33055055,0.32456325,0.33809109,0.31754898,0.11207645,0.08443222,0.07708338,0.08661934,0.28610452,0.11728834,0.09594456,0.08316287,0.08503465,0.3281639,0.10668682,0.08486926,0.08298946,0.08708869,0.29547106,0.11200194,0.08843456,0.08316654,0.08499613,0.47944062,0.15858076,0.14359089,0.19298045,0.2164735,0.41574323,0.15433183,0.15241585,0.18899837,0.20896239
167,0.36101046,0.2911627,0.28327309,0.1025829,0.07210245,0.0783708,0.0909509,0.07113218,0.07664875,0.25737202,0.16989528,0.15390362,0.48275924,0.32911701,0.33137867,0.36778863,0.34110705,0.45166865,0.35955446,0.33616864,0.32450923,0.33695123,0.3170369,0.10835894,0.08539287,0.07856086,0.08730799,0.28769401,0.11629362,0.0935345,0.0847427,0.08867278,0.32814924,0.10588971,0.08729855,0.08192409,0.08708305,0.29346496,0.11284966,0.08756598,0.08359197,0.08498775,0.48974528,0.15525616,0.14340365,0.19144471,0.21547759,0.41837173,0.15106772,0.14800993,0.18736383,0.20574997
168,0.36388561,0.30073883,0.29427731,0.10343885,0.07126168,0.07976965,0.08955434,0.07280982,0.07831723,0.25091462,0.173912,0.14992741,0.48772239,0.32501728,0.33806989,0.35734199,0.34270062,0.45628617,0.37087638,0.34888751,0.33348888,0.34649477,0.3191943,0.11245804,0.08627276,0.07592588,0.08634418,0.29160252,0.11962829,0.10192182,0.08236782,0.08833909,0.32997514,0.10572975,0.08638839,0.08205675,0.0889192,0.29557624,0.11354892,0.0889011,0.08572236,0.08557488,0.48105971,0.15269283,0.13993842,0.19006617,0.21400586,0.41579564,0.15457587,0.14608974,0.1890029,0.20357072
169,0.36230539,0.29732783,0.28967914,0.09944434,0.06969295,0.07622105,0.09413691,0.07071722,0.07701004,0.24766017,0.16712634,0.15057547,0.46807577,0.32612031,0.33057494,0.35026307,0.34385208,0.44802319,0.35742269,0.33293805,0.34227948,0.33668308,0.31788924,0.11001389,0.08513652,0.08028351,0.08457773,0.28388257,0.11553097,0.09623849,0.0806847,0.08468599,0.327612,0.10641021,0.08415393,0.0821345,0.08370829,0.29670613,0.10854775,0.08563288,0.08102372,0.08390815,0.48192407,0.15492795,0.14401235,0.18800681,0.2098962,0.41319209,0.15346247,0.1453422,0.18845421,0.20161636
170,0.36523939,0.28977331,0.28229439,0.09923327,0.06853573,0.07774303,0.08585253,0.06895491,0.07235789,0.24717616,0.16350624,0.14939876,0.46482293,0.32335734,0.32905187,0.35474759,0.33503357,0.44746145,0.36168298,0.32992975,0.32675545,0.33912118,0.31430183,0.10599932,0.08254832,0.07568982,0.08633987,0.28790746,0.11788724,0.09402554,0.08240237,0.08134209,0.32753622,0.10479073,0.08474083,0.08123795,0.08439368,0.29125899,0.1103239,0.08760699,0.0800807,0.08412528,0.47971761,0.1500543,0.1388571,0.18616037,0.21109161,0.40811079,0.1499049,0.14625073,0.18175243,0.20128846
171,0.36082095,0.28811929,0.28982598,0.09869534,0.06921258,0.07736819,0.09071718,0.07106937,0.07448556,0.24008794,0.1615456,0.14861481,0.4661052,0.32365029,0.34390317,0.35173466,0.34239731,0.45179528,0.3630688,0.33128543,0.32444163,0.34524924,0.31432213,0.10362415,0.08720892,0.07651894,0.08644229,0.27963709,0.11500205,0.09423724,0.08345983,0.08321297,0.32475472,0.10530562,0.08098867,0.0810482,0.08671538,0.29087687,0.10889768,0.0873845,0.08099216,0.08178604,0.47541221,0.15218815,0.13383953,0.18332563,0.20281187,0.40663028,0.14720242,0.14456222,0.1855201,0.19550831
172,0.35940698,0.29372705,0.28405951,0.09874278,0.0705913,0.07863645,0.08970045,0.06972384,0.07405207,0.24081289,0.16009505,0.14200457,0.4660956,0.32223694,0.3273227,0.34901322,0.33860206,0.45533004,0.35550255,0.32548766,0.32981542,0.32875048,0.31413576,0.10854919,0.0848497,0.0787492,0.08402268,0.28124073,0.11408555,0.09344183,0.0818917,0.08462178,0.32129647,0.10413694,0.08228786,0.08012855,0.08292097,0.29300278,0.11002349,0.08575134,0.07790309,0.08211345,0.4703794,0.14820329,0.13285703,0.18071113,0.20410692,0.40514645,0.14767093,0.14015266,0.18432758,0.19409505
173,0.36235173,0.29340449,0.28173483,0.09965989,0.06932453,0.07556931,0.08814224,0.06832444,0.07500378,0.23466789,0.15477268,0.14572355,0.47408608,0.31863048,0.32661086,0.3565183,0.33855866,0.44537671,0.35502302,0.32953545,0.32605218,0.33221504,0.31314432,0.10948248,0.08305934,0.07446872,0.08518728,0.27969802,0.11536759,0.09666888,0.07731073,0.08487325,0.32127531,0.10255794,0.08324357,0.08059368,0.08111745,0.28687211,0.10432541,0.08732214,0.07956991,0.08097748,0.47540868,0.14977538,0.13337983,0.17881755,0.19966307,0.40506904,0.14559712,0.13918178,0.18138215,0.19285441
174,0.35742297,0.2947335,0.28713452,0.09725248,0.06878633,0.07817992,0.0873345,0.06648226,0.07253351,0.23748197,0.15246388,0.14366407,0.46657629,0.32139524,0.33369916,0.35417983,0.33654572,0.44475115,0.35361295,0.32802476,0.32613384,0.33560072,0.30762931,0.10613698,0.08446395,0.07627816,0.08213431,0.27783106,0.11389167,0.09442702,0.08239782,0.08326451,0.31756118,0.10192746,0.07982082,0.07830579,0.0818215,0.28763308,0.10897456,0.08345126,0.07988787,0.08163493,0.46913214,0.14646621,0.1339905,0.17771835,0.19870155,0.40077626,0.14656393,0.13648922,0.17855335,0.19125204
175,0.3589399,0.2926357,0.28993909,0.09874526,0.06865309,0.07615178,0.08659477,0.06792122,0.07238547,0.22808615,0.15115782,0.13811757,0.46180592,0.32886294,0.3300975,0.34909862,0.33855631,0.44358686,0.35814042,0.32937755,0.32309385,0.33632336,0.30772166,0.10492026,0.0830175,0.0746436,0.08219752,0.27743544,0.11229547,0.09212203,0.07729774,0.08443828,0.31935479,0.09846013,0.08032015,0.07616401,0.08077901,0.28419241,0.1048116,0.08637226,0.07866121,0.07819768,0.46881375,0.14325039,0.12750898,0.17307849,0.19488086,0.3969608,0.14118246,0.13414727,0.17308559,0.18392766
176,0.35956277,0.28844782,0.29557637,0.09598359,0.06504702,0.07842466,0.08743933,0.06781182,0.07122622,0.22732549,0.15416134,0.13734317,0.46556061,0.32013114,0.33986469,0.35330674,0.33704017,0.44420217,0.35879343,0.34025026,0.32977015,0.33835385,0.30573848,0.10531296,0.08065839,0.07336423,0.08344889,0.2791235,0.11362728,0.09289723,0.08026927,0.08167156,0.31526498,0.10209006,0.07927018,0.07687363,0.08129794,0.28470889,0.1029236,0.08379591,0.07652344,0.08045618,0.46771837,0.1410977,0.13048009,0.1708522,0.19370895,0.39769678,0.1379487,0.13341083,0.17317553,0.18744524
177,0.36284153,0.28753508,0.28352316,0.09737487,0.06743437,0.07155003,0.08545689,0.06768869,0.06998311,0.23049952,0.14644649,0.13899282,0.45907275,0.32028536,0.33594191,0.35016221,0.33575127,0.44895343,0.35773211,0.33607337,0.33115884,0.3364005,0.30405086,0.10497002,0.08471006,0.07522864,0.08365486,0.2773705,0.10822844,0.09429223,0.08188605,0.08018064,0.31706597,0.10091537,0.08008856,0.0765266,0.08332573,0.27709879,0.10265812,0.08300055,0.07845914,0.08116109,0.46553841,0.14365717,0.13050222,0.1727866,0.18847365,0.39563579,0.13953552,0.13451593,0.17012694,0.18611637
178,0.36039242,0.29154874,0.28827717,0.09676838,0.0691741,0.07462417,0.08346487,0.06555621,0.07435481,0.22578677,0.15003889,0.13902817,0.46506052,0.31870885,0.32508995,0.36124808,0.33960942,0.45389623,0.35389567,0.32839173,0.32364356,0.33364496,0.30288283,0.10364993,0.0829741,0.07340948,0.08176514,0.27898381,0.11030773,0.08975525,0.08061203,0.08168878,0.31201451,0.10050173,0.07552631,0.07384231,0.08503617,0.28087219,0.10619326,0.08480293,0.07690966,0.08062065,0.46189864,0.14218578,0.13069489,0.17337852,0.19072289,0.39076414,0.14095056,0.13676008,0.16924596,0.18119971
179,0.36225965,0.28627963,0.28012828,0.09693137,0.06721933,0.07619445,0.0840633,0.06260272,0.07149754,0.21873071,0.14313622,0.1350332,0.46368322,0.32083791,0.33094079,0.34926036,0.33853768,0.44867277,0.35477313,0.33073533,0.32228376,0.33702453,0.30473664,0.10550401,0.08084151,0.07463858,0.07921515,0.27553884,0.11412592,0.09079225,0.07913284,0.0794961,0.31225243,0.0980885,0.07921152,0.07953553,0.08028596,0.28292427,0.10448051,0.08687459,0.07828318,0.07754213,0.46263303,0.1387116,0.12741913,0.16668969,0.19197691,0.39553166,0.13727116,0.13144991,0.17091502,0.1825287
180,0.35944582,0.28809851,0.28430845,0.09791363,0.06737454,0.07604479,0.08228001,0.06428252,0.0693114,0.22133761,0.14661184,0.13451711,0.46458801,0.31940174,0.32823246,0.35158015,0.34157661,0.44247092,0.35185194,0.32952283,0.32838664,0.33643173,0.30231697,0.10460368,0.08348161,0.07766649,0.08179043,0.27466642,0.10989557,0.09387847,0.07961043,0.08386618,0.31405371,0.09889154,0.07908134,0.07493538,0.0801601,0.27986957,0.10541296,0.08198072,0.07503543,0.07957331,0.46652728,0.13868046,0.12554011,0.16789532,0.18785704,0.39504205,0.13881489,0.13298886,0.16590464,0.17967683
181,0.35950677,0.2882555,0.28265359,0.09716469,0.06575635,0.07591355,0.0837811,0.06589327,0.06804499,0.21663325,0.13938234,0.13077853,0.46979127,0.32236022,0.32681217,0.34863108,0.3398638,0.45881348,0.35714841,0.3276256,0.32179107,0.33194046,0.30023073,0.097861,0.08005387,0.07294571,0.08062342,0.27147043,0.10780371,0.08999856,0.07619697,0.08225369,0.307894,0.09584343,0.07754306,0.07194136,0.08022442,0.2757153,0.10214052,0.07920669,0.07531999,0.07436745,0.45403872,0.13414484,0.12114368,0.16392616,0.18185808,0.38563047,0.13175988,0.12748751,0.1614341,0.17494285
182,0.35511419,0.29084485,0.28283754,0.09880431,0.06906453,0.07270701,0.08711901,0.06416043,0.07340831,0.22192099,0.14256958,0.13386639,0.46075885,0.32317464,0.33259204,0.35101981,0.34284646,0.45043053,0.35159471,0.33091041,0.3265209,0.3298968,0.3015652,0.10301147,0.08217485,0.07584935,0.08321662,0.27261401,0.11289557,0.09173547,0.0796036,0.08414387,0.30981992,0.09939758,0.07663315,0.0726797,0.07800917,0.27954018,0.10474831,0.08274195,0.07408013,0.07999832,0.46196451,0.13701151,0.12295855,0.16445538,0.18532675,0.39019319,0.13359761,0.12765083,0.16041989,0.17302132
183,0.35865628,0.28302284,0.28332016,0.09560199,0.06468064,0.07230703,0.08305483,0.06314497,0.06919976,0.21230112,0.13879745,0.13059222,0.45595432,0.32366096,0.33099965,0.34829798,0.33387195,0.44340741,0.35381816,0.32625364,0.3224758,0.33674791,0.3012793,0.09908383,0.08115264,0.07251579,0.07600158,0.2699164,0.10532722,0.09001615,0.07725944,0.08188811,0.30745416,0.09558228,0.07544775,0.071168,0.07812126,0.2777695,0.10184459,0.07970187,0.07517535,0.07600305,0.45739984,0.13301185,0.11802248,0.16379798,0.17831399,0.38310373,0.13195231,0.12785213,0.16207901,0.17375023
184,0.36508665,0.29081177,0.28139253,0.09208718,0.06833447,0.07515135,0.08236263,0.06524573,0.0696211,0.21138261,0.14016958,0.12774696,0.45872451,0.32580651,0.33322616,0.34787977,0.33861535,0.44377641,0.36216183,0.32528496,0.32270346,0.33974039,0.29618021,0.10449727,0.08338164,0.07109615,0.08229638,0.2693765,0.11132158,0.09349056,0.07842488,0.08004471,0.30467227,0.0951964,0.07567177,0.07760755,0.07859318,0.27190692,0.10328221,0.07951483,0.07492906,0.07540211,0.45184211,0.13316232,0.11937929,0.15462939,0.17581967,0.37815369,0.13272893,0.12611777,0.15904196,0.17052396
185,0.35582876,0.28973102,0.28115573,0.10085006,0.06593551,0.07029165,0.08070201,0.06343294,0.06953842,0.21290447,0.13728858,0.12639357,0.45840298,0.32079894,0.32589009,0.35168095,0.33699514,0.44954355,0.35455004,0.32294588,0.3176002,0.33636034,0.29687398,0.09977436,0.07951515,0.07494931,0.08017262,0.26847854,0.11118028,0.0855623,0.07459684,0.08032374,0.30524626,0.09283846,0.07756691,0.07517242,0.07820103,0.27112233,0.10049065,0.07706082,0.07414939,0.07517369,0.45778886,0.13425804,0.12080483,0.15964608,0.17116469,0.38489272,0.13162046,0.12605014,0.16224569,0.17436977
186,0.35582633,0.28993623,0.274944,0.09345693,0.0670346,0.07567758,0.07893856,0.06239953,0.06748071,0.20409897,0.13784056,0.12629052,0.46763351,0.31842346,0.33301159,0.34790269,0.33729045,0.47257863,0.35172919,0.34171678,0.31940177,0.33354442,0.29419016,0.09632514,0.07668233,0.07101941,0.08238714,0.26644148,0.10530525,0.09076248,0.07539668,0.0781639,0.30642193,0.09360206,0.07630654,0.06956476,0.07630303,0.27305211,0.09708852,0.07764539,0.07223417,0.07324273,0.44933487,0.13304249,0.11608244,0.15583233,0.17174007,0.37954553,0.12909308,0.12154353,0.15580199,0.16672049
187,0.35913487,0.30658896,0.27947807,0.09624892,0.06717964,0.07220742,0.08080999,0.06330506,0.07036819,0.20062244,0.13423055,0.12173634,0.45727672,0.31850208,0.32791627,0.35833189,0.34027099,0.44972143,0.36060468,0.32854862,0.3279514,0.33600204,0.29768726,0.09811518,0.08116533,0.07098568,0.07999893,0.26829672,0.10662765,0.08834116,0.07962156,0.08448365,0.30422781,0.09381628,0.07200709,0.07151677,0.07854302,0.27095352,0.10292136,0.07943443,0.07178,0.07721595,0.45082166,0.13089769,0.11701972,0.15407692,0.17230351,0.37690444,0.12415333,0.11840299,0.15266968,0.16192702
188,0.35363889,0.2906645,0.28294509,0.09401893,0.06490158,0.07299201,0.08164395,0.06624218,0.06860301,0.20123968,0.1349718,0.12241506,0.45557973,0.32345148,0.32457594,0.34993944,0.33714066,0.43531192,0.34633112,0.32601331,0.3220705,0.33595415,0.29527673,0.09943625,0.08208023,0.07236186,0.07987578,0.2617915,0.10836142,0.09242588,0.07584168,0.0784511,0.30127877,0.09425838,0.07380442,0.0747356,0.0753973,0.27093894,0.0962302,0.08115262,0.07273367,0.07565751,0.45395768,0.12802783,0.11960097,0.15396744,0.17137999,0.37889771,0.12581776,0.12166033,0.1531236,0.16521038
189,0.36011318,0.28179067,0.28099718,0.09125182,0.0633756,0.0717614,0.08003104,0.06179561,0.06627414,0.20079727,0.13236286,0.11874969,0.46409025,0.32055079,0.32887285,0.34798401,0.33825006,0.44336023,0.35024975,0.32459245,0.32636591,0.33708547,0.29404035,0.09837598,0.08044087,0.07208073,0.07950678,0.26589899,0.1073388,0.08768132,0.07620484,0.07793673,0.30062119,0.08931451,0.07450733,0.07101236,0.07310697,0.27045609,0.09552405,0.07574717,0.07307219,0.07241781,0.44902018,0.12500268,0.11063478,0.15041558,0.16560758,0.37563816,0.12739889,0.11978746,0.15393936,0.1611791
190,0.3525626,0.28848638,0.28287118,0.09290894,0.06048401,0.06869183,0.07834829,0.06231835,0.06803319,0.20419155,0.13001511,0.12258527,0.45779327,0.33336756,0.3224734,0.35204928,0.32902871,0.44586084,0.35101929,0.32735923,0.31782789,0.32988459,0.29213228,0.10063326,0.07674978,0.07093413,0.07829435,0.26068247,0.10267242,0.08765915,0.0761123,0.07665482,0.30055504,0.09304331,0.07006995,0.0719113,0.0743174,0.26963911,0.09637961,0.0766867,0.07357202,0.07559646,0.44797104,0.12277903,0.11562202,0.14775389,0.16982779,0.37886786,0.12191638,0.12057177,0.14927355,0.15997994
191,0.36223944,0.28404304,0.28237084,0.09118067,0.06292307,0.07440938,0.08084302,0.05913658,0.06699062,0.19394631,0.12572451,0.11457623,0.45511855,0.32117557,0.3231482,0.34109374,0.33606758,0.44064138,0.35563719,0.32223617,0.31698652,0.32891974,0.28797253,0.09582405,0.07594203,0.06827232,0.07868986,0.25824161,0.10735711,0.09070712,0.07372316,0.08072699,0.29669836,0.08998946,0.07165184,0.07098704,0.07323801,0.26351584,0.09366932,0.07251257,0.07097479,0.07360874,0.44196072,0.12321039,0.10799559,0.14499659,0.16243884,0.37174762,0.12457906,0.11798396,0.14517691,0.15540219
192,0.34584616,0.28673194,0.28641413,0.08935475,0.06554364,0.06886113,0.07553529,0.05962021,0.06637235,0.19368391,0.12496767,0.11895006,0.45536835,0.3170726,0.32046297,0.34586523,0.3317184,0.43865301,0.35019323,0.32021107,0.3197351,0.3365796,0.2864774,0.09325353,0.07813043,0.06867557,0.0750185,0.26025117,0.10654332,0.08558723,0.07439152,0.07845418,0.29416906,0.08886845,0.07060831,0.07028083,0.0746446,0.26054391,0.09092021,0.07580363,0.07005266,0.07002433,0.44097719,0.11980036,0.11011398,0.14685599,0.16532738,0.36735261,0.12242758,0.11442283,0.14626423,0.15872493
193,0.36261037,0.292757,0.2791509,0.09339068,0.0673776,0.0723598,0.07914179,0.06348514,0.06824521,0.1920837,0.12855311,0.11732016,0.46731993,0.3232215,0.33351841,0.34496328,0.33909851,0.44636282,0.35379511,0.33284892,0.32703237,0.33401126,0.29185953,0.09573279,0.07778706,0.07083066,0.07729701,0.25845682,0.10426816,0.08851473,0.07403532,0.07553559,0.29878985,0.09181946,0.07177207,0.07007507,0.0730214,0.26811099,0.09896308,0.07663063,0.06929179,0.07422959,0.44654145,0.12575371,0.11322318,0.14772774,0.16274047,0.37123445,0.12223472,0.11959409,0.14508981,0.15700228
