epoch,zilu_approx_sigma0.01_train_loss,zilu_approx_sigma0.05_train_loss,zilu_approx_sigma0.1_train_loss,zilu_approx_sigma0.5_train_loss,zilu_approx_sigma1.0_train_loss,zilu_approx_sigma5.0_train_loss,zilu_approx_sigma10.0_train_loss,zilu_approx_sigma50.0_train_loss,zilu_approx_sigma100.0_train_loss,zilu_approx_sigma1000.0_train_loss
49,2.83976551,2.16102403,1.80324813,1.16926745,0.69788862,0.39173595,0.37793368,0.3782021,0.41553044,0.41028873
50,2.83125605,2.15253017,1.78375118,1.14155304,0.66933228,0.37378837,0.36368597,0.36982388,0.39297823,0.38756336
51,2.81971574,2.12343632,1.75794671,1.12087953,0.64100383,0.36169671,0.34226186,0.35672942,0.38093685,0.377607
52,2.81049136,2.10495654,1.74040513,1.09509459,0.61553941,0.34159233,0.32905126,0.34631578,0.36402684,0.36544518
53,2.79512438,2.08936785,1.72208512,1.06753207,0.58419649,0.32968878,0.31738457,0.33278774,0.34736498,0.35137396
54,2.79758494,2.07998086,1.70662964,1.0574374,0.56353598,0.32283336,0.31376095,0.32749852,0.34454199,0.33778822
55,2.78057578,2.06934809,1.68870256,1.0336482,0.54858531,0.30628631,0.30518392,0.31274988,0.32947536,0.32671736
56,2.77261364,2.04521057,1.66567811,1.0143065,0.52972363,0.29806833,0.28247579,0.29971742,0.32086452,0.31320566
57,2.75146972,2.02800879,1.64494824,0.98506339,0.49989939,0.27862322,0.26826723,0.28458054,0.30610268,0.29364291
58,2.75335828,2.0184391,1.63039781,0.96470152,0.47691252,0.2725621,0.268158,0.27471152,0.29025068,0.28583723
59,2.74327387,1.99570006,1.61178209,0.9402043,0.46664338,0.27767178,0.25842558,0.26877368,0.28776315,0.28399625
60,2.73528831,1.9783469,1.59552131,0.91998951,0.44629731,0.26039503,0.25253961,0.26154907,0.28092955,0.26882573
61,2.72468549,1.96455072,1.57334618,0.89364929,0.43439613,0.25288638,0.24146861,0.24741507,0.26740649,0.26138322
62,2.71270183,1.94282841,1.55165241,0.87272537,0.40927184,0.2465088,0.23113765,0.24633254,0.25339113,0.24745969
63,2.71056991,1.9416627,1.5450842,0.85601343,0.40031228,0.2327972,0.23193508,0.2338671,0.25568448,0.24208501
64,2.69508536,1.92223042,1.52821965,0.83228487,0.38992578,0.22616621,0.21608904,0.22589338,0.23971451,0.23792189
65,2.68925905,1.91316553,1.50964261,0.82020869,0.36848056,0.22443421,0.2139653,0.21986195,0.23639325,0.23542713
66,2.68029659,1.89626876,1.48857578,0.79326784,0.357064,0.22110578,0.20708786,0.21302006,0.22233671,0.22688419
67,2.67205542,1.87915192,1.476734,0.77878555,0.35589582,0.20977958,0.1992359,0.20674124,0.224526,0.21658822
68,2.66630332,1.86648377,1.45670913,0.75810023,0.33366482,0.20582801,0.19716523,0.20557492,0.21710942,0.21546096
69,2.65694672,1.85813619,1.44540529,0.73956068,0.32439235,0.19727484,0.18586114,0.19833682,0.2053349,0.19533665
70,2.64395513,1.8355992,1.42762265,0.71556891,0.31131667,0.19314173,0.17978402,0.19347392,0.20426026,0.19868003
71,2.63758961,1.83040476,1.41943385,0.70195479,0.29689054,0.18756166,0.1719151,0.18637366,0.19894151,0.1883766
72,2.63007526,1.81400699,1.39445114,0.67726855,0.28197845,0.18152633,0.17310305,0.18069902,0.1950392,0.18270785
73,2.62608345,1.80484561,1.38214869,0.66361691,0.28002266,0.18047516,0.16701051,0.17408739,0.18176926,0.1775084
74,2.61389101,1.7935646,1.37082978,0.64617964,0.27335045,0.17317668,0.16488089,0.16791567,0.18008471,0.17590432
75,2.60763174,1.77335607,1.34928415,0.62915231,0.26100033,0.1672106,0.15314473,0.16585861,0.17444587,0.16914527
76,2.60248178,1.76674022,1.33272793,0.61206975,0.25306942,0.1613088,0.15502278,0.16120614,0.17045057,0.16643301
77,2.59344144,1.75355521,1.31752932,0.60036745,0.25209221,0.15730147,0.14903708,0.15543523,0.16191771,0.16076818
78,2.58545777,1.74477326,1.30238688,0.58326758,0.24053922,0.15231828,0.13755666,0.14988881,0.16154396,0.16016065
79,2.58117433,1.73146932,1.28996504,0.57854425,0.22930332,0.15255132,0.14005451,0.14783724,0.16101154,0.15731257
80,2.57259595,1.72506012,1.28189072,0.55473359,0.22621245,0.14356704,0.13662502,0.144285,0.157593,0.14841163
81,2.56294729,1.70396068,1.25682722,0.5337248,0.21964741,0.14249259,0.13202861,0.14134443,0.15095501,0.14146513
82,2.55743043,1.69564419,1.24616494,0.5204695,0.20926803,0.13673727,0.12659029,0.13281992,0.14352846,0.13747959
83,2.55176089,1.68575666,1.23181381,0.50897828,0.20415459,0.13281647,0.12440081,0.13137775,0.13856281,0.1365225
84,2.53784221,1.66851857,1.21647462,0.49924348,0.20191342,0.12636768,0.11612573,0.1245281,0.13585348,0.13573067
85,2.53579178,1.65819879,1.20465482,0.47874052,0.19358374,0.12855433,0.11661341,0.1193546,0.13024098,0.12972987
86,2.5226539,1.64548667,1.18973664,0.46804684,0.18893155,0.12683814,0.11283976,0.11661643,0.12948653,0.12762338
87,2.53091078,1.64505331,1.17472434,0.4532428,0.18075527,0.11863333,0.10870873,0.12056262,0.12762065,0.12095273
88,2.51177742,1.62946721,1.16022684,0.44577092,0.17519573,0.11621108,0.1100462,0.11449476,0.11912028,0.11637686
89,2.50585325,1.61432125,1.14613508,0.42238262,0.17349201,0.11134273,0.10213522,0.11066038,0.11692812,0.11414074
90,2.50392788,1.61352333,1.13834451,0.41167599,0.16444818,0.10973591,0.09939438,0.10422503,0.11459601,0.111148
91,2.50305781,1.6027977,1.12270972,0.41510516,0.15589214,0.10341121,0.09825255,0.10779265,0.11072614,0.10562182
92,2.4850465,1.58716584,1.11003644,0.39932515,0.15713696,0.1014368,0.09735411,0.10258286,0.10853378,0.1091262
93,2.48930752,1.58218338,1.09613929,0.38345889,0.15003689,0.10033779,0.09543941,0.09924947,0.10661114,0.10236221
94,2.48371758,1.56896498,1.08390942,0.3802873,0.1472934,0.10186884,0.08988597,0.09829738,0.10507576,0.09893823
95,2.47005113,1.55981129,1.0685725,0.36952317,0.14523505,0.09675636,0.08704264,0.08952007,0.09893085,0.09617588
96,2.46483489,1.55506631,1.05978359,0.35480592,0.14157743,0.09078116,0.08412883,0.09326037,0.09551661,0.09805124
97,2.46396216,1.54606172,1.04922623,0.3541937,0.13382487,0.09343023,0.08381438,0.08913827,0.09476999,0.0932702
98,2.45643723,1.53179723,1.03096875,0.33952766,0.13238242,0.08847064,0.08085334,0.08638197,0.09273986,0.08975501
99,2.43609341,1.51264332,1.01675257,0.32336632,0.12601837,0.08062084,0.07563541,0.08358287,0.0880538,0.08690744
100,2.44802011,1.51047715,1.00863309,0.32308769,0.12498632,0.08233646,0.07831925,0.08225482,0.08644043,0.08357139
101,2.44002904,1.50075318,1.0013652,0.31154205,0.11846681,0.07822999,0.07060456,0.07741749,0.0823329,0.07838998
102,2.42810826,1.48769584,0.98334566,0.30670299,0.11648474,0.07574281,0.07196427,0.0750076,0.07982778,0.07663491
103,2.42554292,1.47623671,0.96537837,0.29637862,0.11406972,0.07699919,0.06834225,0.07365493,0.07929784,0.07833765
104,2.41075335,1.47063479,0.9559644,0.28531033,0.10994717,0.07337242,0.06696305,0.06836847,0.07624203,0.07533999
105,2.41525905,1.46366892,0.94318117,0.27212303,0.10505409,0.07011241,0.06508291,0.06539485,0.07379763,0.06932161
106,2.41458378,1.45610583,0.93306323,0.27004434,0.10496959,0.06897921,0.06522209,0.07052462,0.07259187,0.06961582
107,2.4036306,1.44141505,0.91893606,0.26356417,0.10204459,0.06596209,0.05884193,0.06722786,0.07129779,0.07096153
108,2.39996881,1.43377276,0.90969684,0.25801368,0.10126839,0.06379201,0.05878493,0.06195124,0.06762698,0.06413278
109,2.3874949,1.42619979,0.89610029,0.24882296,0.09766054,0.05798493,0.05711593,0.05933213,0.06397726,0.06231819
110,2.38559877,1.41521639,0.88561781,0.23765706,0.08720353,0.05777116,0.05349576,0.06038256,0.06226193,0.06230196
111,2.38454634,1.41543834,0.88223124,0.23792896,0.08891677,0.0584031,0.0540409,0.0616506,0.06302836,0.0603964
112,2.37868205,1.40346585,0.86836212,0.23053151,0.08615435,0.05609274,0.05077505,0.05700207,0.06080793,0.05801248
113,2.37232217,1.39713543,0.85702764,0.22127474,0.0812747,0.05399656,0.05014976,0.05439245,0.06089168,0.05901668
114,2.37190833,1.38282443,0.84567485,0.21388728,0.07919157,0.04975768,0.04916401,0.0549265,0.05328421,0.05345932
115,2.36742503,1.37834315,0.83266493,0.20679269,0.07502014,0.04745381,0.04649586,0.05109044,0.05020712,0.0498118
116,2.35553417,1.36318879,0.81934936,0.20109587,0.07114806,0.04745504,0.04338782,0.04882751,0.05139895,0.0504032
117,2.35138267,1.34900488,0.80985115,0.19752712,0.07604516,0.04626602,0.04290017,0.04772878,0.05042374,0.04931944
118,2.35104561,1.35239454,0.80548998,0.19448787,0.07100142,0.04452676,0.04174225,0.04400417,0.05436272,0.04717569
119,2.34684709,1.3386233,0.79511336,0.18476187,0.07109798,0.04434467,0.04093062,0.04386914,0.05042551,0.0454479
120,2.33182684,1.32849826,0.77964482,0.18547561,0.07040179,0.04555962,0.04050005,0.04313517,0.04703231,0.04706751
121,2.32541163,1.32153078,0.77099607,0.17423512,0.06831658,0.04102382,0.03986564,0.03881581,0.04220487,0.04230335
122,2.3269939,1.31829274,0.76659632,0.17504668,0.06296755,0.03858585,0.03755884,0.03835351,0.04104524,0.0405414
123,2.31832123,1.30416871,0.74702209,0.16321967,0.05966656,0.03870619,0.03377107,0.04047435,0.04143024,0.03866326
124,2.32682486,1.30369536,0.74203394,0.16416575,0.0557682,0.03799573,0.03565831,0.03797122,0.03945302,0.04037783
125,2.31664395,1.29413137,0.73393554,0.15964344,0.0551744,0.03394622,0.03318862,0.0351838,0.04011826,0.0378139
126,2.31013634,1.28993478,0.7250184,0.15550545,0.05312648,0.03426015,0.02970275,0.03273897,0.03512348,0.03612427
127,2.30815619,1.28355021,0.71759272,0.14890743,0.05075206,0.03106518,0.02806175,0.02977601,0.03629534,0.03350212
128,2.30054882,1.26609047,0.69957608,0.13956884,0.04903053,0.0319612,0.02970282,0.03236641,0.03443156,0.03195503
129,2.29900231,1.26362675,0.69358643,0.14171027,0.05247318,0.03180977,0.02854523,0.0288084,0.03217071,0.03058898
130,2.29379329,1.25981007,0.68980479,0.13975613,0.04641201,0.02772374,0.02866445,0.03006606,0.03076789,0.03153049
131,2.29161725,1.24741785,0.68035196,0.13400684,0.04515907,0.0267722,0.02826646,0.02895202,0.03252769,0.02908731
132,2.28843706,1.2469939,0.67240646,0.12984494,0.04418564,0.02441629,0.02477278,0.02793053,0.03147268,0.02991541
133,2.28622946,1.23765884,0.66077689,0.12577316,0.04374336,0.02525993,0.02532152,0.027645,0.02766684,0.03088807
134,2.28450319,1.22770137,0.65541439,0.11850712,0.03995496,0.02312997,0.02297462,0.02590832,0.0259224,0.02789375
135,2.27916879,1.2177648,0.64289163,0.11848393,0.04172206,0.02367882,0.02164463,0.02535937,0.02650686,0.02518427
136,2.26862544,1.21302794,0.63289968,0.11501605,0.03885328,0.02484454,0.02138528,0.02445379,0.02658698,0.02534518
137,2.26743511,1.20974633,0.62418999,0.11063714,0.0388567,0.02194503,0.01990982,0.02241498,0.02283958,0.02466311
138,2.26143643,1.2041062,0.61961605,0.10564362,0.03839475,0.02025362,0.02034623,0.02350294,0.02435492,0.02157888
139,2.25314469,1.19381938,0.61066519,0.10365501,0.03436756,0.01973237,0.01895945,0.02016984,0.02099937,0.0214953
140,2.25265853,1.18669477,0.60762186,0.10412164,0.03189663,0.01969985,0.01822712,0.01848997,0.02241311,0.02095294
141,2.25112266,1.18204738,0.59554301,0.09971082,0.03090478,0.01915936,0.01631895,0.01660216,0.01983107,0.02035437
142,2.24534755,1.17210552,0.5874573,0.09468842,0.03044423,0.0206256,0.01686846,0.01950303,0.0202011,0.02024043
143,2.24566639,1.16944955,0.58064207,0.08985801,0.02936414,0.01769224,0.01661022,0.0167129,0.01897001,0.01789031
144,2.24262979,1.1605526,0.58032834,0.09291367,0.02698852,0.01661866,0.01563437,0.01863477,0.01859727,0.01807522
145,2.23744117,1.15386207,0.5647284,0.08880894,0.02713283,0.01627001,0.01461324,0.018308,0.01749157,0.01767731
146,2.22784404,1.14354839,0.55897399,0.08737731,0.02616557,0.01447935,0.01541852,0.01731023,0.01880585,0.01681791
147,2.22861952,1.14439931,0.55340746,0.08180594,0.02451502,0.01380887,0.01471305,0.01522025,0.01638372,0.01515803
148,2.2266327,1.14404306,0.55039162,0.08015681,0.02342887,0.01408845,0.01282722,0.01626696,0.01596165,0.01480452
149,2.22289886,1.14339599,0.54815256,0.08205364,0.02337414,0.01390065,0.01298002,0.0147577,0.01584898,0.0161003
150,2.21931293,1.13023546,0.54076156,0.07746317,0.02393738,0.01363655,0.01150366,0.01264927,0.01448129,0.0136995
151,2.21503921,1.12253244,0.52893035,0.07508585,0.02210703,0.01172988,0.01176256,0.01346651,0.01393588,0.01394276
152,2.21638146,1.11916402,0.52785381,0.07335727,0.02115976,0.0110988,0.01127234,0.01290963,0.01393041,0.01362162
153,2.21330136,1.11288839,0.52117166,0.07042256,0.01911412,0.01084379,0.01095692,0.01357553,0.0131926,0.01210182
154,2.21189303,1.11113889,0.51434804,0.06566374,0.01925225,0.01032095,0.0105543,0.01243194,0.01278102,0.01200013
155,2.2072975,1.10562544,0.51457482,0.0651759,0.02096327,0.00958884,0.00994086,0.01255012,0.01322314,0.01201657
156,2.20272327,1.10186351,0.50302877,0.06578618,0.01948858,0.00917804,0.00911107,0.011065,0.01194692,0.01084717
157,2.19427731,1.08870375,0.49346215,0.06342349,0.01660514,0.00981858,0.00970205,0.00982559,0.01058329,0.0118083
158,2.19993905,1.09136854,0.49150213,0.05937657,0.01745203,0.00998098,0.0099785,0.0094801,0.01127545,0.01122725
159,2.19271565,1.08035161,0.48536165,0.06080416,0.01613094,0.00880348,0.00905391,0.0101126,0.01021733,0.01112686
160,2.19266001,1.08211597,0.48319285,0.0578051,0.01632318,0.0088172,0.00825208,0.00837315,0.0097378,0.0101382
161,2.18879683,1.07838038,0.47970976,0.05757298,0.01611341,0.0088457,0.00759672,0.00902507,0.00953644,0.00975937
162,2.18917411,1.0729295,0.48021569,0.0561775,0.01495214,0.00764759,0.0089062,0.00964264,0.01038112,0.00895422
163,2.18356479,1.06756729,0.46979535,0.05354056,0.01464952,0.00764742,0.00830128,0.00822127,0.01019839,0.00873771
164,2.18237388,1.06595554,0.46559241,0.05203432,0.0139693,0.00647758,0.00713861,0.00879477,0.008612,0.00882031
165,2.18505576,1.06092658,0.45880533,0.05021862,0.01358158,0.00654374,0.00642507,0.00697163,0.00808566,0.0071902
166,2.17359238,1.05679795,0.45399913,0.0492623,0.01307773,0.00677262,0.00611163,0.0073247,0.0084076,0.00734915
167,2.17674275,1.05013307,0.45331215,0.04975784,0.01353384,0.00614922,0.00627604,0.00776209,0.00757402,0.00771851
168,2.17446719,1.0514051,0.45045951,0.0463941,0.01222584,0.00560684,0.00536849,0.00695317,0.00732398,0.0066543
169,2.1778703,1.05099706,0.44576098,0.04852153,0.01297114,0.00682505,0.00584692,0.00662427,0.00836833,0.00746953
170,2.17266586,1.0397295,0.43721268,0.04425334,0.01187844,0.005436,0.00577688,0.00622924,0.00733321,0.00634435
171,2.17017656,1.04425468,0.43638571,0.04350393,0.00995827,0.00499465,0.00465938,0.00597865,0.00625376,0.0056271
172,2.16119009,1.03717144,0.43850782,0.04346117,0.01088499,0.00582319,0.00562498,0.00601882,0.00647567,0.00617262
173,2.16377993,1.03374089,0.42885347,0.04220791,0.01138261,0.00538673,0.005898,0.00557194,0.0069183,0.00627422
174,2.16400976,1.02406914,0.42743185,0.03910303,0.00967114,0.00468004,0.0049072,0.00543946,0.0060846,0.00509494
175,2.1655887,1.03108436,0.43036172,0.04164647,0.00987734,0.00443872,0.00520824,0.00543225,0.00640177,0.00530643
176,2.15700513,1.02008118,0.42578318,0.04033912,0.00896224,0.00415938,0.00506265,0.0049586,0.00525788,0.00556865
177,2.15910494,1.01757122,0.42274979,0.04034457,0.00943434,0.00481416,0.00422974,0.00534725,0.00624173,0.00544458
178,2.15909139,1.01308295,0.41611153,0.03911157,0.0088286,0.00389342,0.00408035,0.00507199,0.00566051,0.00521088
179,2.15274359,1.01539515,0.41614577,0.03596962,0.00917985,0.00429847,0.00387642,0.00464748,0.00490173,0.00542627
180,2.15075648,1.01664973,0.41088919,0.03695902,0.0077708,0.00416667,0.00410771,0.00490671,0.0055063,0.00494558
181,2.15377878,1.01571173,0.41612322,0.03647945,0.00783602,0.00390759,0.00375194,0.00465741,0.00545445,0.00475399
182,2.15529473,1.00850946,0.40999684,0.03530419,0.00749436,0.00394756,0.00402568,0.00459111,0.00517273,0.00547981
183,2.15782403,1.01358261,0.41054438,0.03608198,0.00795932,0.00389769,0.00343509,0.00455927,0.00492032,0.00454929
184,2.15661961,1.0090315,0.405317,0.03600731,0.0077119,0.00380901,0.0038624,0.00458554,0.00478746,0.00469194
185,2.15163269,1.01217099,0.41136628,0.0340903,0.00732531,0.0036896,0.00439243,0.00436286,0.00478465,0.00431127
186,2.15268269,1.00013091,0.40406502,0.03548662,0.00827341,0.00361647,0.00385307,0.00437749,0.00526163,0.00398263
187,2.14760834,1.00167763,0.40767088,0.03458608,0.00744356,0.00298348,0.00341443,0.00398994,0.00464801,0.00430683
188,2.14612483,1.01013294,0.40747568,0.03297121,0.00711165,0.00326196,0.00336443,0.0042249,0.0046021,0.00385057
189,2.14414795,1.00344022,0.401711,0.03283806,0.00709057,0.00299818,0.0036724,0.00381954,0.0039967,0.00391877
190,2.13970155,0.99666276,0.40053227,0.03209233,0.00743792,0.00364411,0.00342804,0.0040163,0.00461711,0.00418441
191,2.14713013,1.00880115,0.39902676,0.03287946,0.00691642,0.00311075,0.00364225,0.00408339,0.00423194,0.00411645
192,2.14107557,1.00616247,0.39965904,0.03181136,0.00735043,0.00329225,0.00331841,0.00367572,0.00431664,0.0042983
193,2.1375895,0.99728063,0.39706177,0.03392478,0.00680054,0.00322062,0.00296296,0.00387956,0.00446446,0.00382402
194,2.14496646,0.99465648,0.39736988,0.03254281,0.00734424,0.00334937,0.00322736,0.00403259,0.0043887,0.00411801
195,2.14853974,0.9984071,0.39711542,0.03276428,0.00754078,0.00297922,0.00351813,0.00381322,0.004515,0.00389591
196,2.13882434,0.9961037,0.39703267,0.03229895,0.00694627,0.00299969,0.00314756,0.00336222,0.00449956,0.003841
197,2.14170088,0.99812642,0.40027378,0.0329141,0.00659271,0.00281976,0.00353781,0.00378021,0.00419029,0.00447505
198,2.14260486,0.99641717,0.39928697,0.033008,0.0074524,0.00364139,0.0031021,0.00334247,0.00423782,0.00403214
199,2.1402039,0.99345676,0.39816023,0.03201147,0.00667168,0.00299537,0.00356998,0.00365769,0.00436515,0.00400263
200,2.14117653,0.99782238,0.39977182,0.03341835,0.00677704,0.00298997,0.00312894,0.00406698,0.00431619,0.0045059
